file_name,expected_file_path,vulnerable_file_name,file_type,file_hash,link,hijacklib_link
rzlog4cpp_logger.dll,C:\Users\*\AppData\Local\razer\InGameEngine\cache\RzFpsApplet*,C:\Users\*\AppData\Local\razer\InGameEngine\cache\RzFpsApplet\RzCefRenderProcess.exe,Sideloading,fb5edfcba99e2df2b7f6f40e8615f5cb247803180464e584161c7c91405aae4a,https://www.mandiant.com/resources/blog/china-nexus-espionage-southeast-asia;https://news.sophos.com/en-us/2022/11/03/family-tree-dll-sideloading-cases-may-be-related/,HijackLibs/yml/3rd_party/razer/rzlog4cpp_logger.yml
epnsm.dll,C:\Program Files\Epson Software\Document Capture Server*,C:\Program Files\Epson Software\Document Capture Server\EEventManager.exe,Sideloading,88760201ada655d230fb40988bb50fdd46b152c9407565d0a4081d4540c0ac01,https://www.virustotal.com/gui/file/d70cd4df89b101f34ea6b17bc07a88b096bae2220fb04e200443b09a2b681091/relations;https://www.virustotal.com/gui/file/8313f3970982cbd425a0c769c8a690fef456d31d321c7de1e588e572948afed9/details,HijackLibs/yml/3rd_party/seiko/epnsm.yml
amindpdfcore.dll,C:\Program Files\GeekerPDF\GeekerPDF*,C:\Program Files\GeekerPDF\GeekerPDF\GeekerPDF.exe,Sideloading,107ba73ae05ec6ba6d814665923191f14757015557eeeff16206cc957da29be3,https://www.virustotal.com/gui/file/78a60bea5693138c771386b8c22f0adfe6765a6313b80488bd1084bc9ed370bd,HijackLibs/yml/3rd_party/amindpdf/amindpdfcore.yml
asfbncor.dll,C:\Program Files\Replay Media Splitter*,C:\Program Files\Replay Media Splitter\ReplayMediaSplitter.exe,Sideloading,74b86605a3a2100a9c80bfabc84d22f69b2123ae0a942a1b9a3c4ed050186e0c,https://www.virustotal.com/gui/file/d1d824fc5f3354f68324a319026d089926655b6ce25538279e26c0986374026b/relations,HijackLibs/yml/3rd_party/radioactive/asfbncor.yml
iepdf32.dll,C:\Program Files\Handy Viewer*,C:\Program Files\Handy Viewer\hv.exe,Sideloading,6d8905ec0b1dfdc0a10d1cce40714ddd73205a09ad390b933ddbecdcf06a4cf2,https://www.virustotal.com/gui/file/b748e5dc64f5ece1b256705b7365a89b3be9284587da5f3abbde4be78864867e/relations;https://www.virustotal.com/gui/file/030ca3bb54a276eea7cdf69d90d04b58a4fa500396e94340895f923d87dc169a/relations,HijackLibs/yml/3rd_party/handysoftware/iepdf32.yml
duilib_u.dll,C:\Program Files\AnyViewer*,SplashWin.exe,Sideloading,c5e650b331fa5292872fdaede3a75c8167a0f1280ce0cd3d58b880d23854bdb1,https://www.virustotal.com/gui/file/e770be8fba337cc01e24c7f059368526a804d2af64136a39bb84adeebcf9cfbc;https://bazaar.abuse.ch/sample/d99d382868e2e1191c2ac403d9985569d18e534883b3c64606d08847d68a96b6/;https://www.anyviewer.com/download.html,HijackLibs/yml/3rd_party/anyviewer/duilib_u.yml
atl71.dll,C:\Program Files\Common Files\Thunder Network\TP\*,C:\Program Files\Common Files\Thunder Network\TP\*\XLBugReport.exe,Sideloading,64f8d68cc1cfc5b9cc182df3becf704af93d0f1cc93ee59dbf682c75b6d4ffc0,https://www.virustotal.com/gui/file/07ff27bfc879ad9f4d90f17c755c89d2fc3a84994c2304ee3cd79eb84674b9c0/relations;https://www.virustotal.com/gui/file/d42dc50226c59ab41afb691a0d94fa4e141702b678d8bd2fdaaaecb43a8e5b4b/details,HijackLibs/yml/3rd_party/xunlei/atl71.yml
qrt.dll,C:\Program Files\F-Secure\Anti-Virus*,qrtfix.exe,Sideloading,,https://www.welivesecurity.com/2022/04/27/lookback-ta410-umbrella-cyberespionage-ttps-activity/,HijackLibs/yml/3rd_party/f-secure/qrt.yml
vntfxf32.dll,C:\Program Files\Venta\VentaFax & Voice*,C:\Program Files\Venta\VentaFax & Voice\spoololk.exe,Sideloading,390d75e6c7fc1cf258145dc712c1fac1eb183efccee1b03c058cec1d790e46b1,https://decoded.avast.io/threatintel/apt-treasure-trove-avast-suspects-chinese-apt-group-mustang-panda-is-collecting-data-from-burmese-government-agencies-and-opposition-groups/,HijackLibs/yml/3rd_party/ventafax/vntfxf32.yml
corefoundation.dll,C:\Program Files\Common Files\Apple\Apple Application Support*;C:\Windows\System32*,C:\Program Files\iTunes\ituneshelper.exe,Sideloading,0d8878cca08903777888b3681f90e4a07c7aef7d9600a67dfa985844d4bf5eda,https://analyze.intezer.com/analyses/82011cc1-c3df-4c63-9945-8730b0d1cf3e;https://www.virustotal.com/gui/file/ff5e56c20591a9019eb28b3cab88f5a240657c1c360bf01ad3a6d417fa10b7f5;https://www.joesandbox.com/analysis/1394928/0/html;https://discussions.apple.com/thread/2732037?sortBy=best;https://iosninja.io/dll/download/corefoundation-dll,HijackLibs/yml/3rd_party/apple/corefoundation.yml
asus_wmi.dll,C:\Program Files\ASUS\AXSP\*,C:\Program Files\ASUS\AXSP\*\atkexComSvc.exe,Sideloading,12c22ba646232d5d5087d0300d5cfd46fed424f26143a02dc866f1bfceab3c10,https://www.virustotal.com/gui/file/006f91524d53d483074335f74c2ca2c10cab9b64de86f6151eedfa53174434f2/relations;https://www.virustotal.com/gui/file/7f4689de97d97ddb6e788119ebf0dc3707c66f8216d7cbc79ea329d0c3df63bf/details,HijackLibs/yml/3rd_party/asus/asus_wmi.yml
asio.dll,C:\Program Files\ASUS\AXSP\*,C:\Program Files\ASUS\AXSP\4.02.12\atkexComSvc.exe,Sideloading,12c22ba646232d5d5087d0300d5cfd46fed424f26143a02dc866f1bfceab3c10,https://www.virustotal.com/gui/file/006f91524d53d483074335f74c2ca2c10cab9b64de86f6151eedfa53174434f2/relations;https://www.virustotal.com/gui/file/7f4689de97d97ddb6e788119ebf0dc3707c66f8216d7cbc79ea329d0c3df63bf/details,HijackLibs/yml/3rd_party/asus/asio.yml
vender.dll,C:\Program Files\ASUS\GPU TweakII*;C:\Program Files\ASUS\VGA COM\*,C:\Program Files\ASUS\GPU TweakII\ASUSGPUFanService.exe,Sideloading,00bfbbe6e9d0c54312de906be79cc1e9f18b2957856a1215eaff1ac7bb20e66f,https://decoded.avast.io/threatintel/apt-treasure-trove-avast-suspects-chinese-apt-group-mustang-panda-is-collecting-data-from-burmese-government-agencies-and-opposition-groups/,HijackLibs/yml/3rd_party/asus/vender.yml
facesdk.dll,C:\Program Files\luxand\facesdk\bin\win64*,C:\Program Files\luxand\facesdk\bin\win64\FacialFeatureDemo.exe,Sideloading,0d243cbcd1c3654ca318d2d6d08f4e9d293fc85a68d751a52c23b04314c67b99,https://decoded.avast.io/threatintel/apt-treasure-trove-avast-suspects-chinese-apt-group-mustang-panda-is-collecting-data-from-burmese-government-agencies-and-opposition-groups/,HijackLibs/yml/3rd_party/luxand/facesdk.yml
libxfont-1.dll,C:\Program Files\Mobatek\MobaXterm Personal Edition*;C:\Program Files\Mobatek\MobaXterm*,C:\Program Files\Mobatek\MobaXterm Personal Edition\MobaXterm.exe,Sideloading,35132e05638b942403b8a813925de7b54e2e2e35b6ba7a8a081e8b96edd4c0aa,https://www.virustotal.com/gui/file/b99bd7ffb7634749487570d0b3a7e423047de4ab13a10c2d912660aec322618e/details,HijackLibs/yml/3rd_party/mobatek/libxfont-1.yml
log.dll,C:\Program Files\Bitdefender Antivirus Free*,C:\Program Files\Bitdefender Antivirus Free\BDReinit.exe,Sideloading,386EB7AA33C76CE671D6685F79512597F1FAB28EA46C8EC7D89E58340081E2BD,https://www.secureworks.com/research/shadowpad-malware-analysis;https://www.hexacorn.com/blog/2023/02/25/beyond-good-ol-run-key-part-141/,HijackLibs/yml/3rd_party/bitdefender/log.yml
libwsutil.dll,C:\Program Files\Wireshark*,C:\Program Files\Wireshark\Mergecap.exe,Sideloading,ac7a321a7b00b4adb5863b9a7e91e69afe9ce1953317234a2bd1bee97de744da,https://asec.ahnlab.com/en/58319/;https://www.virustotal.com/gui/file/fcb0272d586fff854ce9b329fbbba26902984a112a1afe96a149dbb2011ad289;https://www.virustotal.com/gui/file/e91c4f990c1b0b58d69f3c3e80916463e5cc87011fd418d610c5264f7d5ecc9b,HijackLibs/yml/3rd_party/wireshark/libwsutil.yml
libglib-2.0-0.dll,C:\Program Files\Wireshark*,C:\Program Files\Wireshark\Mergecap.exe,Sideloading,ac7a321a7b00b4adb5863b9a7e91e69afe9ce1953317234a2bd1bee97de744da,https://asec.ahnlab.com/en/58319/;https://www.virustotal.com/gui/file/fcb0272d586fff854ce9b329fbbba26902984a112a1afe96a149dbb2011ad289,HijackLibs/yml/3rd_party/wireshark/libglib-2.0-0.yml
avdevice-54.dll,C:\Program Files\AnyMP4 Studio\AnyMP4 Blu-ray Creator*,C:\Program Files\AnyMP4 Studio\AnyMP4 Blu-ray Creator\AnyMP4 Blu-ray Creator.exe,Sideloading,98c9c45cf18434fe9ab79c9db2e88c1f1db48c95338864421e4d761d71c2fbc6,,HijackLibs/yml/3rd_party/anymp4/avdevice-54.yml
mimetools.dll,C:\Program Files\Notepad++\plugins*;C:\Program Files\Notepad++\plugins\mimetools*,C:\Program Files\Notepad++\notepad++.exe,Sideloading,a41ecbdc16f1e893c5f40bae38174e14e3d969408b219f3f87fec2460d9fea40,https://twitter.com/Cryptolaemus1/status/1770507063816241440,HijackLibs/yml/3rd_party/notepad++/mimetools.yml
quickdeskband.dll,,lenovodesk.exe,Sideloading,db0e5a869b63f4ee5ce17e58a35b42ecb9889f9ab4fb7d2d591ff029a0363751,https://twitter.com/StopMalvertisin/status/1722939123470848279;https://twitter.com/RexorVc0/status/1811280904662257907;https://mp.weixin.qq.com/s/IB2w86cXcpmGS8qrOnprKw,HijackLibs/yml/3rd_party/lenovo/quickdeskband.yml
commfunc.dll,C:\Program Files\Lenovo\Communications Utility*,cammute.exe,Sideloading,457b71d3effea8ec517277d17cf35a0b775103e549c0a779c81ba4eb125503ba,https://blog.trendmicro.com/trendlabs-security-intelligence/new-wave-of-plugx-targets-legitimate-apps/,HijackLibs/yml/3rd_party/lenovo/commfunc.yml
bugsplat64.dll,C:\Program Files\Nitro\PDF Pro\*;C:\Program Files\Nitro\Pro*,BugSplatHD64.exe,Sideloading,b874075e7bc7c9dbf25fed0d3f54aa694957e5ff57c0ebbcf88c9c277771d37c,https://x.com/ankit_anubhav/status/1895061182689747333;https://bazaar.abuse.ch/sample/97791eba8ac9745155cea4cc1a90e44765a97b840441220ec13c82f719c65f1a/,HijackLibs/yml/3rd_party/bugsplat/bugsplat64.yml
mozglue.dll,C:\Program Files\SeaMonkey*;C:\Program Files\Mozilla Firefox*;C:\Program Files\Mozilla Thunderbird*,C:\Program Files\SeaMonkey\seamonkey.exe,Sideloading,,https://twitter.com/SBousseaden/status/1530595156055011330,HijackLibs/yml/3rd_party/mozilla/mozglue.yml
avutil.dll,C:\Program Files\VSO\ConvertX\7*;C:\Program Files\VSO\convertXtoDVD*;C:\Program Files\Common Files\Oracle\Java\javapath*,C:\Program Files\VSO\ConvertX\7\ConvertXToDVD.exe,Sideloading,ba4612db8ce37b8e64d163a4c8e236b0ad2ddc223b91383f270924846394bf95;7dd16890875b1bd76d94fcea709019f1125c7eb1ffd7203ff5436ac1f7430bac,https://twitter.com/Tac_Mangusta/status/1807778398887928313;https://www.joesandbox.com/analysis/1357123/0/html,HijackLibs/yml/3rd_party/vsosoftware/avutil.yml
utiluniclient.dll,,C:\Program Files\trend micro\amsp\coreserviceshell.exe,Phantom,,https://safebreach.com/blog/2019/trend-micro-security-16-dll-search-order-hijacking-and-potential-abuses/,HijackLibs/yml/3rd_party/trendmicro/utiluniclient.yml
tmtap.dll,,C:\Program Files\trend micro\passwordmanager\pwmsvc.exe,Phantom,,https://medium.com/@infiniti_css/trend-micro-password-manager-dll-hijack-fa839acaad59,HijackLibs/yml/3rd_party/trendmicro/tmtap.yml
tmdbglog.dll,C:\Program Files\Trend Micro\Titanium*,PtWatchDog.exe,Sideloading,75f2e752983a9f46082e7b35820f23db577a5aff9ad946b05b0d3871a9df686b,https://www.ptsecurity.com/ww-en/analytics/pt-esc-threat-intelligence/space-pirates-tools-and-connections/,HijackLibs/yml/3rd_party/trendmicro/tmdbglog.yml
wxmsw313u_aui_vc_custom.dll,C:\Program Files\Audacity*,C:\Program Files\Audacity\audacity.exe,Sideloading,7677111340eea8915dd609236febf14f9a4d4416a2a33fd11daf505ab5bc7867,https://x.com/CyberRaiju/status/1914454438116540702,HijackLibs/yml/3rd_party/wxwidgets/wxmsw313u_aui_vc_custom.yml
opera_elf.dll,C:\Users\*\AppData\Local\programs\opera\*,C:\Users\*\AppData\Local\programs\opera\*\opera.exe,Sideloading,97b2a5f2a7e7b8048162ef93c932e0ffafdd875d54c026524fc3e340d70e4991,https://twitter.com/ShitSecure/status/1566127363389329412,HijackLibs/yml/3rd_party/opera/opera_elf.yml
ci.dll,C:\Program Files\Digiarty\WinX Blu-ray Decrypter*;C:\Windows\System32*,C:\Program Files\Digiarty\WinX Blu-ray Decrypter\WinX Blu-ray Decrypter.exe,Sideloading,1fd92aa46464f8453e33dc7461f80ee7b441f9042e9d0110086226c5f725bd9f,https://www.virustotal.com/gui/file/2560b7390da7c7a1d92050d9c1f5e3a8025cd35fff5360fe73583b5e3f48731e;https://www.virustotal.com/gui/file/ae2453d0e03d72759d5239dcfe9518d6a721319006613a41f8bb53d37d4d1391/details;https://www.virustotal.com/gui/file/7306316b53f915aaff06f00896829884db857b7e5c2747188ae080cad5b8c0e1,HijackLibs/yml/3rd_party/digiarty/ci.yml
cc32290mt.dll,C:\Program Files\Ahnenblatt4\Ahnenblatt4.exe*,C:\Program Files\Ahnenblatt4\Ahnenblatt4.exe,Sideloading,8f4f53bc02348a549f3437444aacec43eae5f90875ea3c5ec96600ba1cb4a061,https://www.virustotal.com/gui/file/dab744a533bcbc4a2d3f19a54694ceb00587a0ce68d046ca9085d5013321ea5a,HijackLibs/yml/3rd_party/ahnenblatt/cc32290mt.yml
vsodscpl.dll,C:\Program Files\McAfee\VirusScan Enterprise*,scncfg32.exe,Sideloading,8374046690b8bb2468cfa636ebbe731ea79103825d2450057338214d3112909f,https://eiploader.wordpress.com/2011/03/28/digitally-signed-malware-without-stealing-certificates/,HijackLibs/yml/3rd_party/mcafee/vsodscpl.yml
siteadv.dll,C:\Program Files\SiteAdvisor\*,sideadv.exe,Sideloading,d3a50abae9ab782b293d7e06c7cd518bbcec16df867f2bdcc106dec1e75dc80b,https://www.nortonlifelock.com/sites/default/files/2021-10/OPERATION%20EXORCIST%20White%20Paper.pdf;https://www.ptsecurity.com/ww-en/analytics/pt-esc-threat-intelligence/space-pirates-tools-and-connections/,HijackLibs/yml/3rd_party/mcafee/siteadv.yml
mcutil.dll,C:\Program Files\McAfee Inc.\McAfee Total Protection 2009*,mcoemcpy.exe,Sideloading,3124fcb79da0bdf9d0d1995e37b06f7929d83c1c4b60e38c104743be71170efe,https://www.virustotal.com/gui/file/3bcb28d19a779b6da0c42c1506cd1908f9bcceeffff45f572677e032551f9a96/relations;https://www.virustotal.com/gui/file/b0263de0622050091a0fbf06428229e5da291b87926ca29c8ee3b01a2a514e4f/detection;https://web-assets.esetstatic.com/wls/2018/03/ESET_OceanLotus.pdf;https://www.huntress.com/blog/advanced-persistent-threat-targeting-vietnamese-human-rights-defenders,HijackLibs/yml/3rd_party/mcafee/mcutil.yml
lockdown.dll,C:\Program Files\McAfee\VirusScan Enterprise*,mfeann.exe,Sideloading,07bbd8a80b5377723b13dbb40a01ca44cbc203369f5e5652a25b448e27ca108c,https://twitter.com/thepacketrat/status/1520878930449817600;https://news.sophos.com/en-us/2021/10/04/atom-silo-ransomware-actors-use-confluence-exploit-dll-side-load-for-stealthy-attack/,HijackLibs/yml/3rd_party/mcafee/lockdown.yml
ashldres.dll,C:\Program Files\McAfee.com\VSO*,mcvsshld.exe,Sideloading,4512d852cad65ab6bee423619ed32188e444ee5518f51adc5502961724af62e7,https://www.sophos.com/en-us/medialibrary/PDFs/technical%20papers/sophos-rotten-tomato-campaign.pdf,HijackLibs/yml/3rd_party/mcafee/ashldres.yml
fnp_act_installer.dll,C:\Program Files\InstallShield\*\System*,C:\Program Files\InstallShield\*\System\TSConfig.exe,Sideloading,b5f9377bd27fcf48fb3d81d0196021681739f42a198e8340c27d55192d4bd3ac,https://asec.ahnlab.com/en/58319/;https://www.virustotal.com/gui/file/e7b69768215453b2c648d7060161ce9b9eaf1ace631eb2ac11b60a7195e2263e;https://app.any.run/tasks/faf0d668-7e06-4b1c-922b-2bb3a9d81dae,HijackLibs/yml/3rd_party/flexera/fnp_act_installer.yml
unityplayer.dll,C:\Users\*\AppData\Local\Temp\*\Windows*,KingdomTwoCrowns.exe,Sideloading,03b1df2b08999262c772b67a7bd65e9e8f6058036b5e7a382f06d3aa672854d0,https://news.sophos.com/en-us/2023/05/03/doubled-dll-sideloading-dragon-breath/,HijackLibs/yml/3rd_party/unity/unityplayer.yml
providers.dll,,C:\Program Files\nodejs\node.exe,Phantom,,https://blog.aquasec.com/cve-2022-32223-dll-hijacking,HijackLibs/yml/3rd_party/npm/providers.yml
basicnetutils.dll,C:\Users\*\AppData\Local\Temp\*\Application2*;C:\Program Files\BAIDU\BAIDUPINYIN\*,C:\Users\*\AppData\Local\Temp\*\Application2\XLGameUpdate.exe,Sideloading,769d59d03036af86c7a9950f03ebc7b693a94d3e2f8ecd1d74cf5600ab948105,https://news.sophos.com/en-us/2023/05/03/doubled-dll-sideloading-dragon-breath/;https://www.welivesecurity.com/2023/03/16/not-so-private-messaging-trojanized-whatsapp-telegram-cryptocurrency-wallets/,HijackLibs/yml/3rd_party/baidu/basicnetutils.yml
smadhook32c.dll,C:\Program Files\Smadav*,C:\Program Files\Smadav\SmadHook.exe,Sideloading,4f54a6555a7a3bec84e8193d2ff9ae75eb7f06110505e78337fa2f515790a562,https://decoded.avast.io/threatintel/apt-treasure-trove-avast-suspects-chinese-apt-group-mustang-panda-is-collecting-data-from-burmese-government-agencies-and-opposition-groups/,HijackLibs/yml/3rd_party/smadav/smadhook32c.yml
ldvpocx.ocx,C:\Program Files\Symantec_Client_Security\Symantec AntiVirus*;C:\Program Files\Symantec AntiVirus*,C:\Program Files\Symantec_Client_Security\Symantec AntiVirus\ldvpreg.exe,Sideloading,61d1943f0b702f4c16bb37228ade1d8f0ef4675b480921950d026c82e4a65fde,https://www.secureworks.com/research/a-peek-into-bronze-unions-toolbox;https://github.com/RedDrip7/APT_Digital_Weapon/blob/master/APT27/APT27_hash.md;https://decoded.avast.io/threatintel/apt-treasure-trove-avast-suspects-chinese-apt-group-mustang-panda-is-collecting-data-from-burmese-government-agencies-and-opposition-groups/,HijackLibs/yml/3rd_party/symantec/ldvpocx.yml
shellsel.ocx,,symantec.exe,Sideloading,61d1943f0b702f4c16bb37228ade1d8f0ef4675b480921950d026c82e4a65fde,https://decoded.avast.io/threatintel/apt-treasure-trove-avast-suspects-chinese-apt-group-mustang-panda-is-collecting-data-from-burmese-government-agencies-and-opposition-groups/;https://www.welivesecurity.com/2022/03/23/mustang-panda-hodur-old-tricks-new-korplug-variant/,HijackLibs/yml/3rd_party/symantec/shellsel.yml
rastls.dll,C:\Program Files\Symantec\Network Connected Devices Auto Setup*;C:\Windows\System32*,C:\Program Files\Symantec\Network Connected Devices Auto Setup\rastlsc.exe,Sideloading,f9ebf6aeb3f0fb0c29bd8f3d652476cd1fe8bd9a0c11cb15c43de33bbce0bf68,https://st.drweb.com/static/new-www/news/2020/october/Study_of_the_ShadowPad_APT_backdoor_and_its_relation_to_PlugX_en.pdf;https://vms.drweb.com/virus/?i=21995051;https://www.hexacorn.com/blog/2023/02/25/beyond-good-ol-run-key-part-141/,HijackLibs/yml/3rd_party/symantec/rastls.yml
mfcu100u.dll,C:\Program Files\TechSmith\Camtasia Studio 8*,C:\Program Files\TechSmith\Camtasia Studio 8\CamMenuMaker.exe,Sideloading,88a1f9a40eb7ece8999092b2872b6afde0fb3776e29384c5b00631bb0fca34d1,https://www.virustotal.com/gui/file/73670defa750d0a09470356279494a0c947245229d283c42e7ef0f2b8427b847,HijackLibs/yml/3rd_party/techsmith/mfcu100u.yml
krpt.dll,C:\Program Files\Kingsoft\WPS Office\*\office6*,C:\Program Files\Kingsoft\WPS Office\*\office6\wpp.exe,Sideloading,,https://www.virustotal.com/gui/file/4957a62e019c30c0a79e4d2d4dd854f6e8f6e0aadb606e157525d98ee0ac5096;https://www.virustotal.com/gui/file/57acd8566e6cc0526e99d0ba450c662b11a5f70b08bcfe0f326654d9f630a1f1,HijackLibs/yml/3rd_party/kingsoft/krpt.yml
mfc140u.dll,C:\Program Files\CheckMAL\AppCheck*,C:\Program Files\CheckMAL\AppCheck\AppCheck.exe,Sideloading,ea987229c8d4e647e0b5a0d6dd08cce9d15e78f74cb5fb5c86a7e9ea6a5ecc82,https://www.virustotal.com/gui/file/c4c85e98452094c8bd395b19c2afe283a50cdbb651e51e09d3f7b0dfa35fda65/details,HijackLibs/yml/3rd_party/checkmal/mfc140u.yml
dal_keepalives.dll,C:\Program Files\audinate\shared files*,C:\Program Files\audinate\shared files\mDnsResponder.exe,Sideloading,8360c2391f373c9de46c5b37fef952c2309be34e62127777ad7358ddb1d437ff,https://research.checkpoint.com/2023/stayin-alive-targeted-attacks-against-telecoms-and-government-ministries-in-asia/;https://www.cisa.gov/news-events/alerts/2025/02/06/cisa-adds-five-known-exploited-vulnerabilities-catalog;https://www.virustotal.com/gui/file/d4bd89ff56b75fc617f83eb858b6dbce7b36376889b07fa0c2417322ca361c30,HijackLibs/yml/3rd_party/audinate/dal_keepalives.yml
tutil32.dll,C:\Program Files\PDE*,C:\Program Files\PDE\PDE.exe,Sideloading,6243d4d73e8d43dd2d4dd7dc3ef761d7c23581ee7f3d047699d894b01bc022d6,https://www.mitec.cz/pde.html,HijackLibs/yml/3rd_party/mitec/tutil32.yml
relay.dll,,UniversalInstaller.exe,Sideloading,a05b592a971fe5011554013bcfe9a4aaf9cfc633bdd1fe3a8197f213d557b8d3,https://www.virustotal.com/gui/file/6122b4ceb394e4a441b4f7ac92745b1aa64b6c83a4101d6d326e130efa5a5d10/details,HijackLibs/yml/3rd_party/canon/relay.yml
classicexplorer32.dll,C:\Program Files\Classic Shell*;C:\Program Files\Open-Shell*,ClassicExplorerSettings.exe,Sideloading,b44cc792ae7f58e9a12a121c14a067ee1dd380df093339b4bf2b02df5937b2af,https://blogs.blackberry.com/en/2022/12/mustang-panda-uses-the-russian-ukrainian-war-to-attack-europe-and-asia-pacific-targets,HijackLibs/yml/3rd_party/classicshell/classicexplorer32.yml
mapistub.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\fixmapi.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/mapistub.yml
mprapi.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\rasautou.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/mprapi.yml
windows.ui.immersive.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\dmnotificationbroker.exe,Sideloading,,https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/windows.ui.immersive.yml
mpclient.dll,C:\Program Files\Windows Defender*;C:\ProgramData\Microsoft\Windows Defender\Platform\*,C:\Program Files\Windows Defender\mpcmdrun.exe,Sideloading,,https://www.sentinelone.com/blog/living-off-windows-defender-lockbit-ransomware-sideloads-cobalt-strike-through-microsoft-security-tool/;https://twitter.com/Sh0ckFR/status/1554021948967079936,HijackLibs/yml/microsoft/built-in/mpclient.yml
mobilenetworking.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\mbaeparsertask.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows;https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/mobilenetworking.yml
cscapi.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\certreq.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/cscapi.yml
dsparse.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\dcdiag.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows;https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/dsparse.yml
audioses.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\osk.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/audioses.yml
clusapi.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\dfsrdiag.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows;https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/clusapi.yml
uianimation.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\cloudnotifications.exe,Environment Variable,,https://wietze.github.io/blog/save-the-environment-variables,HijackLibs/yml/microsoft/built-in/uianimation.yml
windows.storage.search.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\certreq.exe,Environment Variable,,https://wietze.github.io/blog/save-the-environment-variables,HijackLibs/yml/microsoft/built-in/windows.storage.search.yml
drprov.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\certreq.exe,Environment Variable,,https://wietze.github.io/blog/save-the-environment-variables,HijackLibs/yml/microsoft/built-in/drprov.yml
fvewiz.dll,C:\Windows\System32*,C:\Windows\System32\bitlockerwizard.exe,Sideloading,,https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/fvewiz.yml
xpsservices.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\printfilterpipelinesvc.exe,Sideloading,,https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/xpsservices.yml
sppc.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\msinfo32.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/sppc.yml
licensingdiagspp.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\licensingdiag.exe,Environment Variable,,https://wietze.github.io/blog/save-the-environment-variables,HijackLibs/yml/microsoft/built-in/licensingdiagspp.yml
iertutil.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\browserexport.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows;https://securityintelligence.com/posts/windows-features-dll-sideloading/;https://github.com/xforcered/WFH,HijackLibs/yml/microsoft/built-in/iertutil.yml
d3d10core.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\winsat.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/d3d10core.yml
faultrep.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Windows\System32\werfault.exe,Sideloading,,https://wietze.github.io/blog/hijacking-dlls-in-windows,HijackLibs/yml/microsoft/built-in/faultrep.yml
textshaping.dll,C:\Windows\System32*;C:\Windows\SysWOW64*,C:\Program Files\Windows Kits\10\Debuggers\x64\logger.exe,Sideloading,,https://globetech.biz/index.php/2023/05/19/evading-edr-by-dll-sideloading-in-csharp/,HijackLibs/yml/microsoft/built-in/textshaping.yml
