appname,appid,metadata_category,metadata_severity,metadata_comment,metadata_link,metadata_reference,oauthsentry_classification
Azure Machine Learning Singularity,607ece82-f922-494f-88b8-30effaf12214,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Managed HSM RP,1341df96-0b28-43da-ba24-7a6ce39be816,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Management Groups,f2c304cf-8e7e-4c3f-8164-16299ad9d272,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Marketplace Container Management API,737d58c1-397a-46e7-9d12-7d8c830883c2,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Media Service,803ee9ca-3f7f-4824-bd6e-0b99d720c35c,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure MFA StrongAuthenticationService,b5a60e17-278b-4c92-a4e2-b9262e66bb28,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Monitor Control Service,e933bd07-d2ee-4f1d-933c-3752b819567b,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Monitor Restricted,035f9e1d-4f00-4419-bf50-bf2d87eb4878,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Multi-Factor Auth Client,981f26a1-7f43-403b-a875-f8b09b8cd720,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Multi-Factor Auth Connector,1f5530b3-261a-47a9-b357-ded261e17918,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Notification Service,b503eb83-1222-4dcc-b116-b98ed5216e05,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Portal RP,5b3b270a-b9ad-46e7-9bbb-a866897c4dc7,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure RBAC Data Plane,5861f7fb-5582-4c1a-83c0-fc5ffdb531a6,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Regional Service Manager,5e5e43d4-54da-4211-86a4-c6e7f3715801,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Resource Graph,509e4652-da8d-478d-a730-e9d4a1996ca4,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Security for IoT,cfbd4387-1a16-4945-83c0-ec10e46cd4da,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Service Connector Resource Provider,c4288165-6698-45ba-98a5-48ea7791fed3,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Smart Alerts,3af5a1e8-2459-45cb-8683-bcd6cccbcc13,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure SQL Database,022907d3-0f1b-48f7-badc-1ba6abab6d66,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure SQL Database Backup To Azure Backup Vault,e4ab13ed-33cb-41b4-9140-6e264582cf85,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure SQL Managed Instance to Azure AD Resource Provider,9c8b80bc-6887-42d0-b1af-d0c40f9bf1fa,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure SQL Managed Instance to Microsoft.Network,76c7f279-7959-468f-8943-3954880e0d8c,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure SQL Virtual Network to Network Resource Provider,76cd24bf-a9fc-4344-b1dc-908275de6d6d,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Storage,e406a681-f3d4-42a8-90b6-c2b029497af1,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Storage Insights Resource Provider,b15f3d14-f6d1-4c0d-93da-d4136c97f006,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Support - Network Watcher,341b7f3d-69b3-47f9-9ce7-5b7f4945fdbd,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Traffic Manager and DNS,2cf9eb86-36b5-49dc-86ae-9a63135dfa8c,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Update Manager,c476eb34-4c94-43bc-97fc-94ede0534615,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Azure Windows VM Sign-In,372140e0-b3b7-4226-8ef9-d57986796201,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
AzureAutomation,fc75330b-179d-49af-87dd-3b1acf6827fa,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
AzureBackup_Fabric_Service,e81c7467-0fc3-4866-b814-c973488361cd,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
AzureBackup_WBCM_Service,c505e273-0ba0-47e7-a0bd-f48042b4524d,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
AzureBackupReporting,3b2fa68d-a091-48c9-95be-88d572e08fb7,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
AzureDnsFrontendApp,a0be0c72-870e-46f0-9c49-c98333a996f7,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
AzureLockbox,a0551534-cfc9-4e1f-9a7a-65093b32bb38,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
AzureSupportCenter,37182072-3c9c-4f6a-a4b3-b3f91cacffce,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Backup Management Service,262044b1-e2ce-469f-a196-69ab7ada62d3,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Billing RP,80dbdb39-4f33-4799-8b6f-711b5e3e61b6,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Bing,9ea1ad79-fdb6-4f9a-8bc3-2b70f96e34c7,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Bot Framework Dev Portal,f3723d34-6ff5-4ceb-a148-d99dcd2511fc,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Box,89220c47-d3bd-4942-a242-bda247a5bc5b,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Branch Connect Web Service,57084ef3-d413-4087-a28f-f6f3b1ad7786,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
BrowserStack,33261ead-27d2-41e8-97e5-24319826c2af,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Business Central to Common Data Service,88c57617-94ff-4043-a396-8a85a8d38922,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
CABProvisioning,5da7367f-09c8-493e-8fd4-638089cddec3,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
CalendarReplication,6326e366-9d6d-4c70-b22a-34c7ea72d73d,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Call Recorder,4580fd1d-e5a3-4f56-9ad1-aab0e3bf8f76,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
CAP Neptune Prod CM Prod,ab158d9a-0b5c-4cc3-bb2b-f6646581e4e4,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
CAP Package Deployer Service,4c9fc70a-8d18-4528-9113-c6f1318c4d89,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
CCM TAGS,997dc448-eeab-4c93-8811-6b2c80196a16,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Centralized Deployment,257601fd-462f-4a21-b623-7f719f0f90f4,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
ChatMigrationService1P,3af5adde-460d-4bc1-ada0-fc648af8fefb,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
CIWebService,e1335bb1-2aec-4f92-8140-0e6e61ae77e5,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Cloud Hybrid Search,feff8b5b-97f3-4374-a16a-1911ae9e15e9,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Cloud Infrastructure Entitlement Management,b46c3ac5-9da6-418f-a849-0a07a10b3c6c,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
CMAT,64a7b174-5779-4506-b54c-fbb0d80f1c9b,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Common Data Service - Azure Data Lake Storage,546068c3-99b1-4890-8e93-c8aeadcfe56a,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Common Data Service License Management,1c2909a7-6432-4263-a70d-929a3c1f9ee5,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Common Data Service User Management,c92229fa-e4e7-47fc-81a8-01386459c021,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
CompliancePolicy,644c1b11-f63f-45fa-826b-a9d2801db711,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
ComplianceWorkbenchApp,92876b03-76a3-4da8-ad6a-0511ffdf8647,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Compute Artifacts Publishing Service,a8b6bf88-1d1a-4626-b040-9a729ea93c65,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Compute Recommendation Service,b9a92e36-2cf8-4f4e-bcb3-9d99e00e14ab,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Compute Usage Provider,a303894e-f1d8-4a37-bf10-67aa654a0596,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Conference Auto Attendant,207a6836-d031-4764-a9d8-c1193f455f21,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Conferencing Virtual Assistant,9e133cac-5238-4d1e-aaa0-d8ff4ca23f4e,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Configuration Manager Microservice,557c67cf-c916-4293-8373-d584996f60ae,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
ConnectionsService,b7912db9-aa33-4820-9d4f-709830fdd78f,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Connectors,48af08dc-f6d2-435f-b2a7-069abd99c086,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
ContactsInferencingEmailProcessor,20a11fe0-faa8-4df5-baf2-f965f8f9972e,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Cortana at Work Bing Services,22d7579f-06c2-4baa-89d2-e844486adb9d,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Cortana at Work Service,2a486b53-dbd2-49c0-a2bc-278bdfc30833,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Cortana Experience with O365,0a0a29f9-0a25-49c7-94bf-c53c3f8fa69d,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Cortana Runtime Service,81473081-50b9-469a-b9d8-303109583ecb,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
CosmosDB Dedicated Instance,36e2398c-9dd3-4f29-9a72-d9f2cfc47ad9,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
CPIM Service,bb2a2e3a-c5e7-4f0a-88e0-8e01fd3fc1f4,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
CRM Power BI Integration,e64aa8bc-8eb4-40e2-898b-cf261a25954f,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Customer Experience Platform PROD,2220bbc4-4518-4fef-aac6-c6f32e9f9fd1,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Data Classification Service,7c99d979-3b9c-4342-97dd-3239678fb300,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Data Export Service for Microsoft Dynamics 365,b861dbcc-a7ef-4219-a005-0e4de4ea7dcf,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Dataverse Resource Provider,d6101214-691f-47d0-8ea3-dca752e62d71,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Dataverse | Common Data Service,00000007-0000-0000-c000-000000000000,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Defender Experts for XDR,9ee7b58d-f9db-45bc-ad7b-c2b97bbc3337,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Defender for Storage Advanced Threat Protection Resource Provider,080765e3-9336-4461-b934-310acccb907d,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Demeter.WorkerRole,3c31d730-a768-4286-a972-43e9b83601cd,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
DeploymentScheduler,8bbf8725-b3ca-4468-a217-7c8da873186e,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Deprecated - CAS API Security RP Dev,cb250467-fc8f-4c42-8349-9ff9e9a17b02,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Deprecated - CAS API Security RP Staging,19b21e10-1304-498b-92d4-4290e94999fa,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Device Management Client [Community Contributed],de50c81f-5f80-4771-b66b-cebd28ccdfc1,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Device Registration Service,01cb2876-7ebd-4aa4-9cc9-d28bd4d359a9,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
DevilFish,eaf8a961-f56e-47eb-9ffd-936e22a554ef,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Diagnostic Services Data Access,3603eff4-9141-41d5-ba8f-02fb3a439cd6,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Diagnostic Services Trusted Storage Access,562db366-1b96-45d2-aa4a-f2148cef2240,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Directory and Policy Cache,7b58f833-4438-494c-a724-234928795a67,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
DirectoryLookupService,9cd0f7df-8b1a-4e54-8c0c-0ef3a51116f6,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Discovery Service,d29a4c00-4966-492a-84dd-47e779578fb7,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Dual-write,6f7d0213-62b1-43a8-b7f4-ff2bb8b7b452,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
DWEngineV2,441509e5-a165-4363-8ee7-bcf0b7d26739,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Dynamic Alerts,707be275-6b9d-4ee7-88f9-c0c2bd646e0f,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Dynamics 365 Business Central,996def3d-b36c-4153-8607-a6fd3c01b89f,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
Dynamics 365 collaboration with Microsoft Teams,a8adde6c-aeb4-4fd6-9d8f-c2dfdecac60a,legitimate,info,,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv,,legitimate
