domain,metadata_comment,uri_path,ip
vv4.qpalzmonline.uk,Possible Cobalt Strike C2 Domain,/push,117.72.79.68
web-analyzer-serv32.com,Possible Cobalt Strike C2 Domain,/___utm.gif,169.239.128.43
webapi.360se.dpdns.org,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,154.219.109.205
webcloudplt2.oss-cn-shanghai.aliyuncs.com,Possible Cobalt Strike C2 Fronted Domain,/Test/protect/JZJ8DALCUB,43.139.50.42
webshareclouds.com,Possible Cobalt Strike C2 Domain,/api/v1/get,8.211.130.16
win-system-diag.tech,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,4.225.89.181
win.spaceshlp.com,Possible Cobalt Strike C2 Domain,/serviceexperimentation/v3/,8.163.56.153
ws.227api.com,Possible Cobalt Strike C2 Domain,/match,43.225.158.58
ws1.227api.com,Possible Cobalt Strike C2 Domain,/en_US/all.js,43.225.158.58
wsus.227api.com,Possible Cobalt Strike C2 Domain,/api/v1/sys/updates,103.210.236.87
wsus2.227api.com,Possible Cobalt Strike C2 Domain,/api/v1/sys/updates,103.210.236.87
www.2015wuyun.cc,Possible Cobalt Strike C2 Domain,/www/handle/doc,194.102.104.45
www.animon.ai,Possible Cobalt Strike C2 Fronted Domain,/updates.rss,43.154.140.214
www.api-aws.xyz,Possible Cobalt Strike C2 Domain,/jquery/user/preferences,167.71.233.187
www.carhartt-market.com,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml,103.143.40.201
www.cement-chemistry.com,Possible Cobalt Strike C2 Domain,/img/avatar.svg,47.239.222.85
www.chaitin.cn,Possible Cobalt Strike C2 Fronting Domain,/jquery-3.3.1.min.js,124.71.231.231
www.cloudflara.xyz,Possible Cobalt Strike C2 Domain,/milu_image/,172.86.107.2
www.dyshop.online,Possible Cobalt Strike C2 Domain,/login.js,111.229.4.108
www.ggccloud.top,Possible Cobalt Strike C2 Domain,/api/v2.0/me/messages,149.104.23.176
www.googleupdatetask.tk,Possible Cobalt Strike C2 Fronting Domain,/image/,101.43.103.154
www.gxrd.gov.cn,Possible Cobalt Strike C2 Fronted Domain,/v2/js/jquery-3.3.1.min.js,101.35.92.115
www.haozhizhenkong.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js,124.71.231.231
www.koga.ar,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,186.123.85.29
www.lunarbyte.top,Possible Cobalt Strike C2 Domain,/jquery-4.3.1.min.js,192.227.152.193
www.mfmni.shop,Possible Cobalt Strike C2 Fronting Domain,/jquery-3.3.1.min.js,156.245.144.203
www.micrcscft.cyou,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,115.190.244.119
www.microsslcheck.com,Possible Cobalt Strike C2 Domain,/api/stream,193.53.127.220
www.ntn.it.com,Possible Cobalt Strike C2 Domain,/ga.js,45.64.113.151
www.polymarketapi.xyz,Possible Cobalt Strike C2 Domain,/image/,146.19.248.8
www.pronhub.shop,Possible Cobalt Strike C2 Domain,/en_US/all.js,68.64.178.130
www.quick-shares.com,Possible Cobalt Strike C2 Domain,/api/v1/servlet/getuserinfo,101.132.173.62
www.rmsmarineservice.com.qwqqwq.ggff.net,Possible Cobalt Strike C2 Domain,/j.ad,223.166.31.185
www.swchx.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,52.76.67.193
www.windows-updates.us,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js,147.45.44.76
www.youku.com,Possible Cobalt Strike C2 Fronted Domain,/ptj,106.55.188.70
www.yukklzwo.vip,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml,141.98.11.205
www.yukklzwo.vip,Possible Cobalt Strike C2 Domain,/cx,141.98.11.205
www.zp857.online,Possible Cobalt Strike C2 Domain,/get/resource/content.js,111.124.203.18
www.zyedu.sbs,Possible Cobalt Strike C2 Domain,/pixel.gif,23.247.130.245
wxblockchain.cn,Possible Cobalt Strike C2 Fronting Domain,/archive/common/status,47.117.143.185
wxblockchain.cn.w.kunlunpi.com,Possible Cobalt Strike C2 Fronted Domain,/archive/common/status,47.117.143.185
xbjy123.com,Possible Cobalt Strike C2 Fronted Domain,/aaaaaaaaa,120.24.64.74
xulnai.com,Possible Cobalt Strike C2 Domain,/api/v1/health,107.173.38.158
xyt.cpolar.top,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml,20.189.72.117
ykcs.601219.xyz,Possible Cobalt Strike C2 Domain,/api/v1/get,47.83.149.23
zhimawithyou.top,Possible Cobalt Strike C2 Fronted Domain,/api/v1/node/check,165.154.225.239
zs.scujj.edu.cn,Possible Cobalt Strike C2 Fronted Domain,/v2/js/jquery-3.3.1.min.js,101.35.92.115
