"appname","appid","metadata_category","metadata_severity","metadata_comment","metadata_link","metadata_reference"
"Microsoft.MileIQ.RESTService","b692184e-b47f-4706-b352-84b288d2d9ee","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Invoicing","b6b84568-6c01-4981-a80f-09da9a20bbed","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Office Online Client MSA- Loki","b6e69c34-5f1f-4c34-8cdf-7fea120b8670","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"ConnectionsService","b7912db9-aa33-4820-9d4f-709830fdd78f","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Intune IW Service","b8066b99-6e67-41be-abfa-75db1a2c8809","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Hyper-V Recovery Manager","b8340c3b-9267-498f-b21a-15d5547fd85e","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Data Export Service for Microsoft Dynamics 365","b861dbcc-a7ef-4219-a005-0e4de4ea7dcf","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"M365CommunicationCompliance","b8d56525-1fd0-4121-a640-e0ede64f74b5","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"AADJ CSP","b90d5b8f-5503-4153-b545-b31cecfaece2","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Office Shredding Service","b97b6bd4-a49f-4a0c-af18-af507d1da76c","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Compute Recommendation Service","b9a92e36-2cf8-4f4e-bcb3-9d99e00e14ab","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"OfficeGraph","ba23cd2a-306c-48f2-9d62-d3ecd372dfe4","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"DecomOfficeGraph","ba23cd2a-306c-48f2-9d62-d3ecd372dfe4","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"My Staff","ba9ff945-a723-4ab5-a977-bd8c9044fe61","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"CPIM Service","bb2a2e3a-c5e7-4f0a-88e0-8e01fd3fc1f4","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Verifiable Credentials Service","bb2a64ee-5d29-4b07-a491-25806dc854d3","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft.Azure.ActiveDirectoryIUX","bb8f18b0-9c38-48c9-a847-e1ef3af0602d","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Outlook Online Add-in App","bc59ab01-8403-45c6-8796-ac3ef710b3e3","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"MDC Data Sensitivity","bd6d9218-235b-4abd-b3be-9ff157dcf36c","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"SQLVMResourceProviderAuth","bd93b475-f9e2-476e-963d-b2daf143ffb9","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Password Breach Authenticator","bdd48c81-3a58-4ea9-849c-ebea7f6b6360","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Zero Trust Assessment - Dev","be58d912-b9d5-41a0-8b56-779409e017b8","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"AI Builder Prod Non God Mode","be5f0473-6b57-40f8-b0a9-b3054b41b99e","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure AD Identity Governance","bf26f092-3426-4a99-abfb-97dad74e661a","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure Machine Learning Authorization App 2","bf283ae6-5efd-44a8-b56a-2a7939982d60","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"AADPremiumService","bf4fa6bf-d24c-4d1c-8cfd-12063dd646b2","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Jarvis Transaction Service","bf9fc203-c1ff-4fd4-878b-323642e462ec","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Commerce Accounts Service","bf9fc203-c1ff-4fd4-878b-323642e462ec","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"M365DataAtRestEncryption","c066d759-24ae-40e7-a56f-027002b5d3e4","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft apps with Global Secure Access","c08f52c9-8f03-4558-a0ea-9a4c878cf343","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Power BI","c0d2a505-13b8-4ae0-aa9e-cddd5eab0b12","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"SEAL SNI","c10f411a-874c-485c-9d66-6e0b34202c41","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Intune API","c161e42e-d4df-4a3d-9b42-e7a3c31f59d4","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Yammer Web","c1c74fed-04c9-4704-80dc-9f79a2e515cb","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Office 365 YammerOnOls","c26550d6-bc82-4484-82ca-ac1c75308ca3","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"OCaaS Client Interaction Service","c2ada927-a9e2-4564-aae2-70775a2fa0af","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"GroupsRemoteApiRestClient","c35cb2ba-f88b-4d15-aa9d-37bd443522e1","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure Advisor","c39c9bac-9d1f-4dfb-aa29-27f6365e5cb7","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure Service Connector Resource Provider","c4288165-6698-45ba-98a5-48ea7791fed3","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","compliance","info","observed in some BEC but subject to many false positives","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure Update Manager","c476eb34-4c94-43bc-97fc-94ede0534615","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure AD Identity Governance - Dynamics 365 Management","c495cfdc-814f-46a1-89f0-657921c9fbe0","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Assessment React","c4b110d7-6f1d-473d-aa9e-6e74b8b8bd4b","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"AzureBackup_WBCM_Service","c505e273-0ba0-47e7-a0bd-f48042b4524d","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Office 365 Management APIs","c5393580-f805-4401-95e8-94b7a6ef2fc2","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"SharePoint Online Client Extensibility","c58637bb-e2e1-4312-8a00-04b5ffcd3403","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"aciapi","c5b17a4f-cc6f-4649-9480-684280a2af3a","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Office Store","c606301c-f764-4e6b-aa45-7caaaea93c9a","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"ISV Portal","c6871074-3ded-4935-a5dc-b8f8d91d7d06","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"AAD Request Verification Service - PROD","c728155f-7b2a-4502-a08b-b8af9b269319","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft To-Do","c830ddb0-63e6-4f22-bd71-2ad47198a23e","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Common Data Service User Management","c92229fa-e4e7-47fc-81a8-01386459c021","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"MS Teams Griffin Assistant","c9224372-5534-42cb-a48b-8db4f4a3892e","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"PowerApps-Advisor","c9299480-c13a-49db-a7ae-cdfe54fe0313","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Office 365 Client Insights Substrate Services Prod","c94526fa-9f4b-4d30-99f5-849636e4552f","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"MicrosoftEndpointDLP","c98e5057-edde-4666-b301-186a01b4dc58","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Forms","c9a559d2-7aab-4f13-a6ed-e7e9c52aec87","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Device Management Checkin","ca0a114d-6fbc-46b3-90fa-2ec954794ddb","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Log Analytics API","ca7f3f0b-7d91-482c-8e09-c5d840d0eac5","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure AD Sync (from AADInternals)","cb1056e2-e479-49de-ae31-7812af012ed8","compliance","medium","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Azure Active Directory Connect [Community Contributed]","cb1056e2-e479-49de-ae31-7812af012ed8","compliance","medium","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"o365.servicecommunications.microsoft.com","cb1bda4c-1213-4e8b-911a-0a8c83c5d3b7","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Deprecated - CAS API Security RP Dev","cb250467-fc8f-4c42-8349-9ff9e9a17b02","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Power BI Premium","cb4dc29f-0bf4-402a-8b30-7511498ed654","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Windows AutoPilot Service API","cbfda01c-c883-45aa-aedc-e7a484615620","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Defender for Cloud Pricing Resource Provider","cbff9545-769a-4b41-b76e-fbb069e8727e","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Teams Services","cc15fd57-2c6c-4117-a88c-83b1d56b4bbe","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Reset Viral Users Redemption Status","cc7b0696-1956-408b-876a-ad6bf2b9890b","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Intune AAD BitLocker Recovery Key Integration","ccf4d8df-75ce-4107-8ea5-7afd618d4d8a","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Skype Teams Firehose","cdccd920-384b-4a25-897d-75161a4b74c1","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure Linux VM Sign-In","ce6ff14a-7fdc-4685-bbe0-f6afdfcfa8e0","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Lifecycle Workflows","ce79fdc4-cd1d-4ea5-8139-e74d7dbe0bb7","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"SQLDBControlPlaneFirstPartyApp","ceecbdd6-288c-4be9-8445-74f139e5db19","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Bing Search","cf36b471-5b44-428c-9ce7-313bf84528de","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Stream Portal","cf53fce8-def6-4aeb-8d30-b158e7b1cf83","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Teams Settings Store","cf6c77f8-914f-4078-baef-e39a5181158b","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure Key Vault","cfa8b339-82a2-471a-a3c9-0fc0be7a4093","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Azure Security for IoT","cfbd4387-1a16-4945-83c0-ec10e46cd4da","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Teams Task Service","d0597157-f0ae-4e23-b06c-9e65de434c4f","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Online Syndication Partner Portal","d176f6e7-38e5-40c9-8a78-3998aab820e7","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Discovery Service","d29a4c00-4966-492a-84dd-47e779578fb7","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Operations Management Suite","d2a0a418-0aac-4541-82b2-b3142c89da77","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"ACR-Tasks-Prod","d2fa1650-4805-4a83-bcb9-cf41fe63539c","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"SharePoint","d326c1ce-6cc6-4de2-bebc-4591e5e13ef0","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Office","d3590ed6-52b3-4102-aeff-aad2292ab01c","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Exchange Online [Community Contributed]","d396de1f-10d4-4023-aae2-5bb3d724ba9a","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"EAPortals-AAD-PROD-PME","d48cb907-3a0f-481e-a0d1-41097337a938","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Intune Enrollment","d4ebce55-015a-49b5-a083-c84d1797ae8c","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"AAD Terms Of Use","d52792f4-ba38-424d-8140-ada5b883f293","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Dataverse Resource Provider","d6101214-691f-47d0-8ea3-dca752e62d71","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Office 365 Mover","d62121f3-e023-4972-b6b0-794190c0fd98","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"networkcopilotRP","d66e9e8e-53a4-420c-866d-5bb39aaea675","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Service Trust","d6fdaa33-e821-4211-83d0-cf74736489e1","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Office Licensing Service Agents","d7097cd1-c779-44d0-8c71-ab1f8386a97e","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"MCAPI Authorization Prod","d73f4b35-55c9-48c7-8b10-651f6f2acb2e","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Microsoft Edge Enterprise New Tab Page [Community Contributed]","d7b530a4-7680-4c23-a8bf-c52c121d2e87","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Office Online OWLNest [Community Contributed]","d7d7af51-cdcd-4a4c-9467-86e7dc5d2b90","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
"Kaizala Sync Service","d82073ec-4d7c-4851-9c5d-5d97a911d71d","compliance","info","N/A","https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/governance/verify-first-party-apps-sign-in - https://github.com/merill/microsoft-info/blob/main/_info/MicrosoftApps.csv","N/A"
