file_path,file_hash
*Windows\\System32\\Windows.Media.BackgroundPlayback.exe,F1675AEC9BE46208FBAFA4D6BB389F61C89B1F6059E15CA1C4390EBA9F7C03AC
*Windows\\System32\\junction64.exe,98720D8675036560545DB93DA0427B46361F565F7F517F77C11DB7F72D9C8CDD
*Windows\\System32\\NETSTAT.EXE,B094E827AF70241D71BED9767EC1A254FDC4164A646B2BA4C7105CD783ADBA0D
*Windows\\System32\\MdSched.exe,043CF5DA5A37A30ECC4BF526A811E7C474843FD25E45C691B82C1458318686E8
*Windows\\System32\\bitsadmin.exe,739B2DD012EA183895CC01116906F339C9AA1C0BAABF6F22C8E59E25A0C12917
*Windows\\System32\\reset.exe,0F45EE243CDC2AAEC85DC18B686A86B18D3416729751F273FC094DA0A5BCCF07
*Windows\\System32\\UPPrinterInstaller.exe,252CDE2E2256BC2A1B102965B13058573928E23E5017BF5D5C6E3C6A32F85B14
*Windows\\System32\\MDEServer.exe,7139509E1D169411DAB32A948427988AFC81960BDCA61FA6BB83B621540328FB
*Windows\\System32\\DFDWiz.exe,548A3C7EC9AD1BB63F6CC21F4AE2A3B2317EFAD5B02031F542A18E3132022972
*Windows\\System32\\MDMAgent.exe,337DF1B2A265979CA58E2204429E6261AC08797AD8EA4D54958CEF61F9116E9E
*Windows\\System32\\SgrmBroker.exe,F9CBF1FF87D6F11920C4B7367EA2178BF13AA276C65D918950683983F268BC1F
*Windows\\System32\\tttracer.exe,AD06C457119195AB5CEAE78B254D7CBA6908FE89DD2ACA75AA769B072B46585A
*Windows\\System32\\wksprt.exe,062C557D6879FCA08D30258E3D15207883F852A596F8F817F0239D4C7019CE98
*Windows\\System32\\ScriptRunner.exe,26B96434C709873EB699DD65C9A2A5B3A1A2476330353BDF7E3BC9ABA9BD4545
*Windows\\System32\\ie4ushowIE.exe,5A5E6A612B19A925AEAA440E7E4F1E2E2DFB7C6DAF6FA3376BF0E00E0F067C02
*Windows\\System32\\relog.exe,B64F06687C121B574F7561906225F08F02579CE4AB4000C8BD25BDFFE9D49287
*Windows\\System32\\forfiles.exe,9B4886F187489A190BB2C412772C1998539F086C63A4CFD72FF3B107CBC21907
*Windows\\System32\\OpenSSH\\ssh-agent.exe,71F4CC7595C6D5E93AAA14259DF817C6C1D4BBCF285545FD980F6DBC86A30379
*Windows\\System32\\DataStoreCacheDumpTool.exe,DADC7BC7F74E109B8398429DA23D909FB44FE71DA49B2CE03F8D251FD9B5F51B
*Windows\\System32\\Listdlls.exe,B0F6800B2BB4C86E091120E9087C75F9B1B3E46B89CF65744D65CF5AB01FD385
*Windows\\System32\\printfilterpipelinesvc.exe,B646249195F9C2410389D8FEBC9D3F0C2005F306A2393B386235665D831A1D84
*Windows\\System32\\dbgview64.exe,29E9C6CEE0617F4ABEB1E8D886A2DF4BF06244C79F49248D83280D33043C3DD6
*Windows\\System32\\sc.exe,41F067C3A11B02FE39947F9EBA68AE5C7CB5BD1872A6009A4CD1506554A9ABA9
*Windows\\System32\\runexehelper.exe,F6A6168BCCB71FDDCE3F816F6003489378E851EC807EBC3ECE2C7D4BCE742BDB
*Windows\\System32\\WerFaultSecure.exe,AF5A8C58053109F31FC09C86EDFCF907DCD5AADBF549F454B335C227ECBA73EC
*Windows\\System32\\Fondue.exe,52319D1A4C727BAC0A328383F4A571DEC7B7B72EF6D50913E9212834983C5547
*Windows\\System32\\ctfmon.exe,484FED5F039F429ED933931BA607B7EFDA7D1A343D79CFAB60910E1843147012
*Windows\\System32\\chglogon.exe,A9CC2B03783896C6596D8F4E4CC3DB555A9096264BC8253478D1F0F0FBB2B74B
*Windows\\System32\\WSReset.exe,FE1DE842563BA8D583BF4E15FE6BDE764DA39A1F6C03BB9D150D52A76FE0BD73
*Windows\\System32\\oobe\\audit.exe,39B852A7FFEA1253B8BE2580078E1EFB94A1EAA4B797D33FB83BC1AD9A2259CC
*Windows\\System32\\netsh.exe,6B691B06FA865F52C9484EF4F10E2E02ED6D7C3A3F474B8B138A33AF7258B2A9
*Windows\\System32\\SystemPropertiesAdvanced.exe,C61FA0F8C5D8D61110ADBCCEAA453A6C1D31255B3244DC7E3B605A4A931C245C
*Windows\\System32\\wlanext.exe,8456099DEB994F309FDE890E4F0E571A0A67F9B7DD079516905175CD1500FA52
*Windows\\System32\\junction.exe,6FB4DF6555A69C2F3C117764D33B48803AE19A8BA40B12F3211195247D9C508F
*Windows\\System32\\whoami.exe,1D4902A04D99E8CCBFE7085E63155955FEE397449D386453F6C452AE407B8743
*Windows\\System32\\ktmutil.exe,81765113B2DF32F13EF09FC96645C183F6064B27FCF4F3A3575088F016BBB5A5
*Windows\\System32\\iotstartup.exe,1726E468963A71BE4445369BA4822EBB4E058154EFB887D33F3D0939E322F8AD
*Windows\\System32\\wscript.exe,34008E2057DF8842DF210246995385A0441DC1E081D60AD15BD481E062E7F100
*Windows\\System32\\net1.exe,18F76BC1F02A161EBDEDF3142273C186D05A836ADDCAAEE599194089FD59F398
*Windows\\System32\\BitLockerWizardElev.exe,D9F2BA1DCF3E56329DE55F315EEEC4BC196358BC0C3E3DDC635D1AF862EB07A7
*Windows\\System32\\manage-bde.exe,38F20A75E04BB9A53C563152A90A5B29AB689AFF58D6ABD3E005D156EE4E4C73
*Windows\\System32\\HKLM\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Image File Execution Options\\sethc.exe,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855
*Windows\\System32\\dstokenclean.exe,CD3BD705613B8CD0F25159B32ADF38F73FD0B5BB9F384C08BDE8214509E0D716
*Windows\\System32\\pnputil.exe,E3C30B0CCEBDF4A24A1C7C6D87DF024DEEEB47E5DD979CB070C9B2F285EA01E8
*Windows\\System32\\DXCap.exe,6DDDA3252D2803B88D2EE6C04B860681ABE6217C0D085D3927C2E1C77206A0FB
*Windows\\System32\\Defrag.exe,7A18DBBE6CA138389424A7B2C0135BA4A7541C33E0443227F3CF505B58B52A85
*Windows\\System32\\chkdsk.exe,F3F0645ED6CF3421520787846A8D0F66367522B4EC2C34021A1A11373D229712
*Windows\\System32\\LicensingUI.exe,0E9EB89AA0DF9BB84A8F11B0BB3E9D89905355DE34C91508968B4CB78BC3F6C5
*Windows\\System32\\ttdinject.exe,4B1E38A83031C44401EA8397535A46037A8445739C4571ACB138B324742BC615
*Windows\\System32\\Sysmonk.exe,91893E973CBBF3EFBC3590D5D2ED9813CFDCC08F1828EE8DFD42E6EAF6A1CFAB
*Windows\\System32\\Magnify.exe,156B5E5EEFFE8CF05A4C6DE807FA969B67F8F3F3E9119B78CA2993BA2A511831
*Windows\\System32\\winrshost.exe,047427E1ECC1D5758A9553F0E819A9536D9D56D279BA81F707FE377FA1433318
*Windows\\System32\\diskperf.exe,773469B6DAE692B9987F52B772FB4009F40A024B9B12EE3653403CF1D5CA5746
*Windows\\System32\\cacls.exe,D6E40B4ED7C0BC8AC18B15D265ED2EDAB9EFC260332EF0A98623F943BE3A43FA
*Windows\\System32\\MdmDiagnosticsTool.exe,3D33EF94B3FC35630AC48BE256293C5AB9EF0C80A9D1E33011A8EFEA0A79B717
*Windows\\System32\\openfiles.exe,F559EB1DE240CC388D2D1B612D45B8AD962822783FCF36EC8C541ED0F29C9D48
*Windows\\System32\\MicrosoftEdgeDevTools.exe,91A954FECD74F20B4A25708D7323E64FB4DD4E03997BCF234E7B810F9EB03A95
*Windows\\System32\\bcdboot.exe,340B7DF12C0AFC58708A5ADBA76E702613DEE6C8C30399920EFE72146E7E44D7
*Windows\\System32\\colorcpl.exe,86C19BC9523FB84EEF1A18AF66ACED909C32FEDBAD9988397A8367A836BBB2E0
*Windows\\System32\\DisplaySwitch.exe,8B581F1D15A6920E4ECFE172D8EF753D0A2BF1A47E686A8D5D8E01147FA4C65E
*Windows\\System32\\wecutil.exe,8270BB4468B3FC5C2EA6FE92A550DE517992DD2F84E195124CFEF358F1C8EA5A
*Windows\\System32\\AppVDllSurrogate.exe,46AB141006C2672F91176080341EB6E13ECFA602223F68C7B770B036FC3DDECE
*Windows\\System32\\CustomInstallExec.exe,68072AF4CCE8BA0CC23ABE86A1997B5AA57B11545B0AA9AB814AADE76D0B6B98
*Windows\\System32\\WpcMon.exe,2EC7DF2DF597CB6769514014C8D5AA7C7DE5C6A35892D9D0590E7956E1FB0ADD
*Windows\\System32\\LanguageComponentsInstallerComHandler.exe,5F24EFA8E9DF2A97A19F402F2461B2AD9BD12C1D92C4FBC6F4CCD163F689DEA7
*Windows\\System32\\wowreg32.exe,2E021F5641EE030C3292173D3B7BE0EDE018FF6096CC46F31B510D2A53103F83
*Windows\\System32\\usocoreworker.exe,D3D3DEB59940E69C5A54EBC284BE98DB4955933897B8FC597669F2811381581D
*Windows\\System32\\SecurityHealthService.exe,9B962CBDFAF32D0499614107B24888D1D5B838CE9B518042FC35AF200D8C5A1F
*Windows\\System32\\change.exe,D2DF044B73E57CB2FFAB4BEAE33355301B124B7CA45861C683B97D376019D717
*Windows\\System32\\upnpcont.exe,0B6F3A562DD9C806AB0C2F8391F0D808D807BA8B231A163D9B57B38F1B4D7277
*Windows\\System32\\VSSVC.exe,82459B7D6CEEFF22E6E81CA445F9134C3EE917BDC3DF185700813F23AC7DB77E
*Windows\\System32\\mavinject.exe,800631FEF628DE40E7A8F30758D9EEA7E226E020CC5E8BD8D617E3B4E74DFE2F
*Windows\\System32\\cipher.exe,A6B2CFDE3E3DE872D9EDD6A16710ED6C8EE32A0DFCF57322B27B3DA8D18AE71A
*Windows\\System32\\aitstatic.exe,6C21C0C38032DA60FCB777CD1706D3630EC541A61D63BCC4C7A28A7008DA16D4
*Windows\\System32\\plasrv.exe,2D1C235DDC76D427C48C39C22E6DC50141F09734270EAF01778713F987E99CC4
*Windows\\System32\\dpapimig.exe,A8147D08B82609C72D588A0A604CD3C1F2076BEFCC719D282C7CBD6525AE89EB
*Windows\\System32\\MRINFO.EXE,59EEA6E8904771A620559EC4F55AED2CA0F5BCF9B14C6D030301F165AA59EB2C
*Windows\\System32\\winver.exe,0F588A098AF640A29C1651D17CAFE662814943A4AAD3BF4D043177F8298EDE68
*Windows\\System32\\AssignedAccessGuard.exe,8755556C59B208248C80663886324FA4CD4B1F0F982D49C8F849F3EA637F7E4C
*Windows\\System32\\Procmon64.exe,DDDA2F81E0F13F065E7B2268DB1D6E2ECFE01F05E72A1780AF36C66E7EC6FA9E
*Windows\\System32\\finger.exe,D6C52EA560D6009505545E53C481F1D75579E11DADE120CF164EBD196824BA91
*Windows\\System32\\PasswordOnWakeSettingFlyout.exe,5E6ED524C955FB1EA3E24F132987143DA3EC81DB5041A0EDCFA7BF3AC790EB06
*Windows\\System32\\nslookup.exe,55AB032D256ADBE3FDE40CF90FE83BA5EAB591E04AD720161ED8E6EF059CA747
*Windows\\System32\\RdpSaUacHelper.exe,6A6FDD834AF9C79C5FFC5E6B51700030259AEAE535F8626DF84B07B7D2CEE067
*Windows\\System32\\djoin.exe,CA5D6BF4976215ADEFBE7C94132EEB123FD5724A508896F1F9A557EECDEFE505
*Windows\\System32\\ARP.EXE,7B79171410482F410B7572C58EDB7FD39326F7150C7C6882249B1CF9D7C970F0
*Windows\\System32\\TRACERT.EXE,743F8E8A91B2D1E0DB9323109034DE91A1E065242A33A90BB787A63EDB860B35
*Windows\\System32\\bthudtask.exe,CF5AE95C9FDAFE5F0CC9D7010412E84502FE66AD60F57DFDF68735B9315FF444
*Windows\\System32\\SppExtComObj.Exe,1C367F562D50653477631B90EC43B5FBDC852581B101CBC69A330CB42E9787C1
*Windows\\System32\\IME\\SHARED\\IMEWDBLD.EXE,E41B6E1DC3B77040B10FF3DC3BC54AB528DC0CBBBB9841D3AD05FD2136E542A9
*Windows\\System32\\Testlimit64.exe,F1564B3C3EEE87D62EF04CCF2C6B453020D3547FAA2CCC5C9E2CEF94FE659F2F
*Windows\\System32\\Taskmgr.exe,4E305198F15BAFD5728B5FB8E7FF48D9F312399C744ECFEA0ECAC79D93C5E478
*Windows\\System32\\streams64.exe,A243C44FE32D9AFAFB7FEC5C6DA2F133BF605563E068A95CC5043DE2D9E50257
*Windows\\System32\\WindowsActionDialog.exe,0C6397BFBCD7B1FCEFB6DE01A506578E36651725A61078C69708F1F92C41EA31
*Windows\\System32\\IME\\SHARED\\ImeBroker.exe,B019C9E41E1AE6AF62D461A801021E29DED512A270D38FFD6A47FDFF4BC2F1A8
*Windows\\System32\\PsService.exe,9454BA56BCB470D330559573AFBC10F6989BA46F3E656C20979DE6F92E051752
*Windows\\System32\\vdsldr.exe,8B5F784FFEAB85302E635AA5215749EB2E4F8778B2E422804C26E3A2D2B18B66
*Windows\\System32\\oobe\\Setup.exe,6C55CAAD297812D0919F550ED06493503E1571390BF8CAAA75037FBC529F074C
*Windows\\System32\\omadmclient.exe,62ECF75657D7F9D0152A4ABC0DCD238F9308344C596FAA4C87D7550C8D42F835
*Windows\\System32\\extrac32.exe,A224559FD6621066347A5BA8F4AEECEEA8A0A7A881A71BD36DE69ACEB52E9DF7
*Windows\\System32\\SyncHost.exe,348E77B7B5824FEDFA715BEA145FD1DA9784B6ADB4A92EBFBFB40B4A685B1E50
*Windows\\System32\\lsass.exe,0777FD312394AE1AFEED0AD48AE2D7B5ED6E577117A4F40305EAEB4129233650
*Windows\\System32\\srdelayed.exe,873232BC7DA9A9C6C572CF00E7C95B3D74B863403DE1784BD031BCA1EDED5106
*Windows\\System32\\fltMC.exe,D127CC48C864A84DF91C3132314EC9698855DFBB6E9AFF97AB13023E9EAFF8B4
*Windows\\System32\\ctrl2cap.exe,E7F3E98C6E61E7E6FE363855B0ED67D6952683077DCDA3A08FD181069B96126D
*Windows\\System32\\DevicePairingWizard.exe,2ADAF3A5D3FDE149626E3FEF0E943C7029A135C04688ACF357B2D8D04C81981B
*Windows\\System32\\sxstrace.exe,4E007245CCB313D879320CDECA95BE21281BBA8861783BC3951DDDDECDD9C62B
*Windows\\System32\\edpnotify.exe,5F96FB8E934D2F97944518A79DD378DA3A1C95DA0FACEF8103F13AEFCB8DFDF2
*Windows\\System32\\tcpview.exe,ADB8B6CFB9633759F3A08ECB160790AAA6A733D5671991C21A5A28DEAFBEEF26
*Windows\\System32\\wbem\\WinMgmt.exe,FBFB47D271B109973E3E7678D83D2FC20448775C26374DBCFFFAE445C932C592
*Windows\\System32\\SearchFilterHost.exe,51F77955174C112A66D5AABB74D8A2B3705F821883DB36A073EA707B3A63DFC4
*Windows\\System32\\CPUSTRES64.EXE,85EAB30BE67A554CCDA5E708D6820B84B74AFC9D4DA517BD471D95CAB23380D6
*Windows\\System32\\makecab.exe,BA31AD8ECA19C5FE03F6A5C64C8E0ADFC7BD8D04B1F4E1C11D167467FD5261E9
*Windows\\System32\\Locator.exe,E13985D667F66B7A0082356F23270F61A57B8C2DD211B1E09D66D7970D7B4D6A
*Windows\\System32\\write.exe,A70D52EDA892EDC073932B462CC367CDBFBACE3F4196857D8D4FA869A13DE792
*Windows\\System32\\qprocess.exe,F71965F45A393E95B8C10B6D8947903BD0F035FC8CA3982D0F1A7D42B23FA315
*Windows\\System32\\conhost.exe,A26A1FFB81A61281FFA55CB7778CC3FB0FF981704DE49F75F51F18B283FBA7A2
*Windows\\System32\\verifiergui.exe,19A383A3028816C56AB123962707ADDA9D3F68091C44F9D9E2F69E6CA935F151
*Windows\\System32\\MicrosoftEdgeSH.exe,E5D93718F0905B341D6FC68399257D88C56479B2A7FFB253FD88A405E6ED6E74
*Windows\\System32\\mfpmp.exe,27287AC874CEF86BE03AEE7B6D34FDC3BD208070ED20E44621A305865FB7579E
*Windows\\System32\\browser_broker.exe,0698E50FC9E661A29476F737375753576D321EA6F15D19579F8FB8746DB59E50
*Windows\\System32\\reg.exe,C0E25B1F9B22DE445298C1E96DDFCEAD265CA030FA6626F61A4A4786CC4A3B7D
*Windows\\System32\\AppHostRegistrationVerifier.exe,69C0D08149AEE10F9A6EE68D19143E2CE80047AB9E07FBDA5B2BF964E06A03CE
*Windows\\System32\\TpmTool.exe,E973CB9205611427819FFA4F3083679D152853F23C412AD78D4A68E5DEC42CB1
*Windows\\System32\\cscript.exe,AE37FD1B642E797B36B9FFCEC8A6E986732D011681061800C6B74426C28A9D03
*Windows\\System32\\hex2dec.exe,3E57CC1D455A7C33E74124888BFF4C73501C8B1993A8C1E896F4D995EC93BC53
*Windows\\System32\\SecurityHealthSystray.exe,570B37A7A3FFDAFCCECCC33CBC1968FEB857B73CA3CB4DFFEDC2E67E9ABD0878
*Windows\\System32\\wpnpinst.exe,F82803C4C01085D44C1ABBD388F09B24299D2CEDA8C86E217D483DF53B07003E
*Windows\\System32\\dvdplay.exe,59576775D8A06038BD9975903418AEBF003F075D82F1F109FEADDAB8877E3C20
*Windows\\System32\\iexpress.exe,D070B79FA254C528BABB73D607A7A8FD53DB89795D751F42FC0A283B61A76FD3
*Windows\\System32\\gpresult.exe,C5389B1D4E2810EAA74BB5DC27ACDB9764F2E60441605790708596B6513BA303
*Windows\\System32\\WindowsUpdateElevatedInstaller.exe,E387376538F15A27B9548DB7ABBC04CAE62CCE7CBE7BACB1B504F5D082AD83FC
*Windows\\System32\\vssadmin.exe,8C1FABCC2196E4D096B7D155837C5F699AD7F55EDBF84571E4F8E03500B7A8B0
*Windows\\System32\\rasdial.exe,A5D1F1C9A53F285D027CD1D57326FB323C4B90FBFEF9B9806A46328A09B7BF08
*Windows\\System32\\Npcap\\NpcapHelper.exe,AFDB72EB31BBAE6E25125A5F2657AB17E19C7F83293226409EC25B058BFF8CEC
*Windows\\System32\\Autoruns.exe,64D490783ABD017AC36A017B9CB7DCFC2FCEE85F7AE8EE203A0C898DA6D37533
*Windows\\System32\\setupugc.exe,AAE6DB852B70A4E92784C7E7B6DC27E7A0640B1849A780E759D228799EEA3282
*Windows\\System32\\wlrmdr.exe,2FDA95AAFB2E9284C730BF912B93F60A75B151941ADC14445ED1E056140325B1
*Windows\\System32\\Coreinfo64.exe,9C233B79795EF34595BC149F9C5EBCF0616C43AF1FA6E3C7FB94848A49F7C05E
*Windows\\System32\\wpr.exe,2C76E0336D3E3F15FBE0FEFE4143510C2132A6808F6D88B29B229414648FC7CC
*Windows\\System32\\dwm.exe,0AC827C9E35CDAA492DDD435079415805DCC276352112B040BCD34EF122CF565
*Windows\\System32\\IcsEntitlementHost.exe,E7619637635A78F1F16A4A40C962FCCF207D1EDD4F64579EF192DA7791B4CFDC
*Windows\\System32\\vds.exe,2ACEAC6D51E610F85F35175C3A511F59D5B080D95453662E58C9D578DED42A89
*Windows\\System32\\DataExchangeHost.exe,55A8E3733AC2E88A2975E16A4E2968B7C81FB113E02F9D14AC9B0566D41E8D23
*Windows\\System32\\RdpSa.exe,32F60EABE54C4D0CD0F0EC29F48F55CA1AD097BF35097247B186FD70426F847C
*Windows\\System32\\spool\\tools\\PrintBrmEngine.exe,A30688C2F05AB3CA530A25DEC03984A1E8B264EA9CDD47B03A5C69FC333CCD9D
*Windows\\System32\\tcblaunch.exe,876FF6F2BB91672FEAA1A7345F553B2DD4A414EEA3F99ED1ADC19E7EF526600D
*Windows\\System32\\icacls.exe,222EA0E9D8ED1D337DBAEDD75A13B8F28FA5C3711DCDF4307E75CEDE5B5F6B9A
*Windows\\System32\\isoburn.exe,9478C095AFE212BCE91D2DE1A3C3647109F2D54E46B9BF70843E839324458567
*Windows\\System32\\MDMAppInstaller.exe,316B8536B18E0FE144E7F3882AADDB649790A2EB63325479C39BD9F9BF14F6B6
*Windows\\System32\\driverquery.exe,6696BF1B9D15F90031DCDBF5F227C137CE9A85F5459BDC2D9B906D93B216E055
*Windows\\System32\\quickassist.exe,1DD3D90AA4E3F956D4ECC549B73929D68709C3B412833481753FC444AC00A5CA
*Windows\\System32\\lpremove.exe,6220BA55D96DDAFB6B573B2405DB412F7420C77D09B5C1A1637D558EA5480057
*Windows\\System32\\mshta.exe,DBA3137811C686FD35E418D76184070E031F207002649DA95385DFD05A8BB895
*Windows\\System32\\takeown.exe,57B3CFA9993E52866A2FB489EDF079BF4F1C78FA7525BDF59AFFA8F9CB4023F8
*Windows\\System32\\Speech\\SpeechUX\\SpeechUXWiz.exe,6FA424DDD31E80D679D987FD94FB2A35D8BBEAD7F5F09404AF531B46DBAE85B6
*Windows\\System32\\Dism.exe,2BDE775D1ADCA83F65373FE274EDD41722EFF8E3B158782563E9A7D1584F08CA
*Windows\\System32\\raserver.exe,38732626242988CC5B8F97FE8D3B030D483046EF66EA90D7EA3607F1ADC0600D
*Windows\\System32\\DiskView64.exe,120BA05E5447A2D51589AB7D53C57ED769BFCF10A3F3A83E2C9740776DA37EDE
*Windows\\System32\\SrTasks.exe,40E27A9039A2E4A731EA6A74291840FB13C679A1E8AE5B523016AA15727D8A58
*Windows\\System32\\convert.exe,9678122ABE2FFEDA75912DA16B188C755B7517EA1DA8E51BBA38934F2A5D3252
*Windows\\System32\\FileHistory.exe,BEE0799A52FE65B8DC291DE32F0C8B03B5A067915B1868BC8BA2A1B139C90B87
*Windows\\System32\\fontview.exe,551D7D1047AB302EDF713DEB2AC82AFA9CA89AAA41A6557721D23721C873BC55
*Windows\\System32\\rasphone.exe,F0B3457EEFB179AF919F3EF4014655E17A6CE49065504F0B4E48D9EC0CDF6E64
*Windows\\System32\\cmd.exe,B99D61D874728EDC0918CA0EB10EAB93D381E7367E377406E65963366C874450
*Windows\\System32\\tcpvcon64.exe,E7E769ED27B4C4AF15D0857111E94C4049F5605578A8EDD752C336D340FE3844
*Windows\\System32\\eventcreate.exe,7CC501292377DC849A34214F017F62A7331F44F96BC6FE3E566253A9918BF811
*Windows\\System32\\AppVShNotify.exe,94FD6B3E17A22D78F2BB541858E040D3B2B770E06343CC00F48C98183E903104
*Windows\\System32\\adrestore64.exe,EE55C681013D173EDD53F5ADD0F964F8242ED0783F42BD1B5C4168B27594745F
*Windows\\System32\\oobe\\AuditShD.exe,CE614BACC1415F84EAFBBF999C143FF1BF2DCD180BF9EA515439ADE978EB920F
*Windows\\System32\\vmmap64.exe,C4EE4DA8A62F92BD0C494267704E439CFFEA7C01528F0F09CB2877D805F1027A
*Windows\\System32\\BdeUISrv.exe,46A1E6CC5010DE744917F5970FFAC88C664AC280D76AF7083903BCCE1FBE7280
*Windows\\System32\\LocationNotificationWindows.exe,A9024C4C0ED03730085FB529828A917F701E3DCA30D3286AE0D41E9FFF33F445
*Windows\\System32\\browserexport.exe,983502C17475814CCCC6D8B41A87B62B28DED6DCE680A67DD6EE44B367E20A1A
*Windows\\System32\\AgentService.exe,210109E8B8B3CC1474FEA30C80D7796CED57F18EA5AE2AB53ED998D420921578
*Windows\\System32\\DiagSvcs\\DiagnosticsHub.StandardCollector.Service.exe,BF3B5723E80356CAF6777462705398DA52981FC7D80C467AA3BE6A5F06B36887
*Windows\\System32\\Sysprep\\sysprep.exe,C723D7DCB559386D16BE57498185FCF17FF8F68FF952F4ADD84CEF6ECB58D672
*Windows\\System32\\Listdlls64.exe,29D23BC492E48A5AE68444302D3430E07D08E04278D53AA70D9367D9CF8BCEB7
*Windows\\System32\\qwinsta.exe,08AC265F1888731D6FF54D762FA08B06B172A9424B66CE113AFCEFEF9759C37B
*Windows\\System32\\cmdl32.exe,28A7FF1AE045EB1FE7ED6A7DCD9B2212411C449A8AFE0E652071AF48BEAC610D
*Windows\\System32\\InfDefaultInstall.exe,E59127B5FE82714956C7A1F10392A8673086A8E1F609E059935C7DA1FA015A5D
*Windows\\System32\\sethc.exe,615B2F2D7E3FCE340839A9B54BDC3445EB2333D0FAFEE477D6113379E90935B8
*Windows\\System32\\PsLoggedon64.exe,FDADB6E15C52C41A31E3C22659DD490D5B616E017D1B1AA6070008CE09ED27EA
*Windows\\System32\\DeviceCredentialDeployment.exe,84D481AE5EFEE8A53705C35FDA95EE49D5F4D3ABB8D7EDEA139EBE6EB82849C6
*Windows\\System32\\SettingSyncHost.exe,85710E8E7EC8F0AC565B8B02412F15CB66933B4DDCEBBF3ED0E7DEE32EE62490
*Windows\\System32\\MusNotification.exe,F09554EEACD4C863445E7F74C2B2175E5DE056FE472A484157DFC5A571D8E159
*Windows\\System32\\Desktops64.exe,CD88A57F574AA040D9E5DEC01B35BD06CF8AC6C0456C47C16BCB380E87CA3565
*Windows\\System32\\wbengine.exe,9954394B43783061F9290706320CC65597C29176D5B8E7A26FA1D6B3536832B4
*Windows\\System32\\verclsid.exe,AC6E1F614CB902C0ABE4297646E21C70590624B652A080BFBB8407B1AB52609D
*Windows\\System32\\prproc.exe,A174DE17639A2C544D8124895F878ABAAA634FDC63BF49979B407FD7A20C28BF
*Windows\\System32\\UtcDecoderHost.exe,C6FD7E41A913C986B8BDDFBD180D36B50DAF5B45AB2DB27E1FFD5B86D65FB893
*Windows\\System32\\F12\\IEChooser.exe,BBA5FEC2A2D386E537AE22BD7EE2C389CC06EFC263900318EF1748276B22E620
*Windows\\System32\\VsGraphicsDesktopEngine.exe,A029431912888E0B956E960CF7054511C7134E9AC16E1A99A1CA56F10B82CE40
*Windows\\System32\\eudcedit.exe,83C8D1A7582B24B4BBC0D453C813487185C2B05C483BD1759EF647A7E7E92DFE
*Windows\\System32\\appidcertstorecheck.exe,738E643556E25C4AF97128512A452C9B70F4068DE5E9D1DBE0C148A2ECE765BB
*Windows\\System32\\systray.exe,853ABA88579DFE2D5A9C4F614BB68983F3989DB621C9181F235CD79103E9B2AB
*Windows\\System32\\mblctr.exe,3BAA1DC0756EBB0C2C70A31BE7147863D8D8BA056C1AA7F979307F8790D1FF69
*Windows\\System32\\SystemUWPLauncher.exe,CBE03672909502E70ED0CBE249B63FFD1973738C83EDCE60757E1FE8B8E5F849
*Windows\\System32\\mpnotify.exe,33F636F222A3AF0BBBE429CC87B25B21B6C56182936C81C9453C4BDFB61A3C5E
*Windows\\System32\\PkgMgr.exe,E0DDB850F87D0B6DB249E5F791C42EBB99C85286BE9399AF9CB6319EDB6042BA
*Windows\\System32\\at.exe,5B97C39D87AD627C53023BFEBB0EA1B5227C3F4E86E3BF06B23F3E4B0D6726E2
*Windows\\System32\\xcopy.exe,269EB0728413654856F4B2EE1FA7838CD69672EBC11BAED4CAA63F58C2DF5823
*Windows\\System32\\clip.exe,5AD606BCBBBDB95DDA19C955E4129B436295CAC249E2370FEE3D0285D387CF55
*Windows\\System32\\vm3dservice.exe,CCE5F9A8476A55113DA052DBB064AC7A2D968062C5226CE44E9E87452344041A
*Windows\\System32\\OpenSSH\\ssh-keygen.exe,731BEFCB1A1655FE46EF91B3A02982B71D841E439DE362EF3B1ECA5644FC8DAE
*Windows\\System32\\certreq.exe,953D3FB33DE86C0318E0E15CBDCB32C2F3682B96B723F2A84454F4AB13F09ED8
*Windows\\System32\\LegacyNetUXHost.exe,A6A1EB06E3BF210DB83208A960BAEB4A8515113701C4B25D86BD685C8C26AA4D
*Windows\\System32\\MpSigStub.exe,FA42B9B84754E2E8368E8929FA045BE86DBD72678176EE75814D2A16D23E5C26
*Windows\\System32\\secinit.exe,2CDD87C41C0865DE240AA3324492C66EDED2EE0ACAC2E0532A92CDC0D664CD23
*Windows\\System32\\smartscreen.exe,E1BAAC4B56148631E583FE228B807F6A70EB8421626868E8B7B952DD822C73B5
*Windows\\System32\\DriverStore\\FileRepository\\vm3d.inf_amd64_e3eb5e2a70444b3f\\vm3dservice.exe,CCE5F9A8476A55113DA052DBB064AC7A2D968062C5226CE44E9E87452344041A
*Windows\\System32\\fontdrvhost.exe,F13BA9FDF99A9C4237093AE10671E86A86C059E340EA6A6D508D1D7475E580CB
*Windows\\System32\\iscsicpl.exe,E5E2F1673D1DA42B134C35D74655CBEB7272686D52F65B5FB3C1FE2B2F75586E
