metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1776441968.2336,elite,20198.959403568,1776083682.6262,AS58224 Iran Telecommunication Company PJS,TCI,Tehran,Asia,AS,Iran,IR,District 6,False,Iran Telecommunication Company PJS,35.7373,51.4156,False,Iran Information Technology Company PJSC,False,Tehran,success,Asia/Tehran,,1776093276,1776441968.2336,8443,socks5,217.219.217.239:8443,True,24370.828866959,27,246,9.8901098901099,217.219.217.239
True,1776440528.0283,elite,17088.541377158,1748161540.1982,AS45758 Triple T Broadband Public Company Limited,TTBP-AS-AP,Bang Lamung,Asia,AS,Thailand,TH,,False,Triple T Broadband Public Company Limited,13.0513,100.9231,False,Triple T Broadband Public Company Limited,False,Chon Buri,success,Asia/Bangkok,20150,1776166334,1776441968.0384,8080,socks5,223.206.61.39:8080,True,33765.948057175,42,154278,0.027216174183515,223.206.61.39
True,1776441967.9738,elite,8878.6506334941,1758832758.2133,"AS137718 Beijing Volcano Engine Technology Co., Ltd.",VOLCANO-ENGINE,Beijing,Asia,AS,China,CN,,False,BITNET,39.9042,116.407,False,"Beijing Bitone United Networks Technology Service Co., Ltd.",True,Beijing,success,Asia/Shanghai,,1775938194,1776441967.9738,8888,socks5,14.103.144.65:8888,True,4334.2423439026,30,46415,0.064592528797502,14.103.144.65
True,1776441966.6962,elite,10744.725704193,1776107212.4226,AS139421 PT Dharma Sarana Solusindo,PANDAWANET-AS-ID,Jatibarang,Asia,AS,Indonesia,ID,,False,PANDAWANET,-6.47472,108.315,False,,False,West Java,success,Asia/Jakarta,,1776102158,1776441966.6962,8085,socks5,103.144.102.231:8085,True,5097.4912643433,2,148,1.3333333333333,103.144.102.231
True,1776441795.7101,elite,17678.252495252,1776226973.6397,AS16276 OVH SAS,OVH,Sydney,Oceania,OC,Australia,AU,,True,OVH SAS,-33.8672,151.1997,False,OVH Australia PTY LTD,True,New South Wales,success,Australia/Sydney,2000,1776218937,1776441966.3658,10084,socks5,139.99.155.12:10084,True,5147.3069190979,13,136,8.7248322147651,139.99.155.12
True,1776441709.6659,elite,23861.565947533,1776439184.5782,AS197071 active-servers.com,ACTIVE-SERVERS,Hamburg,Europe,EU,Germany,DE,Wandsbek,True,ACTIVE,53.6498,10.0837,False,,False,Hamburg,success,Europe/Berlin,22391,1776441736,1776441965.1341,13011,socks5,109.230.239.183:13011,True,20719.796180725,2,4,33.333333333333,109.230.239.183
True,1776441964.8312,elite,10219.799995422,1776164467.9337,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Tokyo,Asia,AS,Japan,JP,,True,Alibaba Cloud LLC,35.6893,139.6899,False,Alibaba Cloud - JP,True,Tokyo,success,Asia/Tokyo,102-0082,1776157539,1776441964.8312,18080,socks5,47.74.46.81:18080,True,3968.939781189,19,175,9.7938144329897,47.74.46.81
True,1776441964.3483,elite,15298.53380111,1776088371.9497,AS24309 Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA,CABLELITE-AS-AP,Chennai,Asia,AS,India,IN,,False,Beam Telecom Pvt Ltd,13.0895,80.2739,False,Beam Telecom Pvt Ltd,True,Tamil Nadu,success,Asia/Kolkata,600017,1776084048,1776441964.3483,5678,socks5,49.207.177.65:5678,True,18952.524423599,31,223,12.204724409449,49.207.177.65
True,1776441963.6789,elite,19656.103038788,1776345637.4089,AS4766 Korea Telecom,KIXS-AS-KR,Gangdong-gu,Asia,AS,South Korea,KR,,False,Korea Telecom,37.536,127.1426,False,,False,Seoul,success,Asia/Seoul,053,1776346973,1776441963.6789,8757,socks5,218.153.163.156:8757,True,32300.795078278,5,57,8.0645161290323,218.153.163.156
True,1776441963.648,elite,12567.185871529,1745497369.2067,AS213790 Limited Network LTD,LimitedNetwork-AS,Eygelshoven,Europe,EU,The Netherlands,NL,,False,Limited Network LTD,50.8933,6.05805,False,Limited Network LTD,True,Limburg,success,Europe/Amsterdam,6471,1775974330,1776441963.648,11958,socks5,185.93.89.149:11958,True,32100.187778473,33,228964,0.014410669135404,185.93.89.149
True,1776441962.7606,elite,8810.668697724,1775715719.6941,"AS393458 Nuclearfallout Enterprises, Inc.",NUCLEARFALLOUT-ATL,Atlanta,North America,,United States,US,Peachtree Center,False,"Nuclearfallout Enterprises, Inc.",33.7615,-84.3914,False,"Nuclearfallout Enterprises, Inc.",True,Georgia,success,America/New_York,30303,1776089199,1776441962.7606,1080,socks5,74.91.112.207:1080,True,8098.2537269592,26,1301,1.9593067068576,74.91.112.207
True,1776440528.4975,elite,17267.288123408,1763291279.5775,AS11419 TELEFÔNICA BRASIL S.A,TELEFÔNICA BRASIL S.A,São Paulo,South America,SA,Brazil,BR,,False,Vivo,-23.5558,-46.6396,False,TELEF�NICA BRASIL S.A,False,São Paulo,success,America/Cuiaba,01000-000,1776338696,1776441962.7568,8097,socks5,179.131.84.233:8097,True,15876.15942955,31,19756,0.15666851973518,179.131.84.233
True,1776441962.4566,elite,19433.09552094,1776084858.8228,AS58224 Iran Telecommunication Company PJS,TCI,Kermanshah,Asia,AS,Iran,IR,,False,Iran Telecommunication Company PJS,34.388,47.1088,False,Razi university,False,Kermanshah Province,success,Asia/Tehran,,1776100387,1776441962.4566,3128,socks5,217.219.217.50:3128,True,17672.510385513,29,250,10.394265232975,217.219.217.50
True,1776441962.4506,elite,18913.924872875,1776359714.6051,AS213990 AOFB Telecom Networks Ltd,AOFB,Westerham,Europe,EU,United Kingdom,GB,,False,AOFB Telecom Networks Ltd,51.267,0.071827,False,,False,England,success,Europe/London,TN16 1AQ,1776362883,1776441962.4506,92,socks5,216.75.143.212:92,True,18616.231918335,8,51,13.559322033898,216.75.143.212
True,1776441672.29,elite,13743.431358626,1776112007.8656,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,Alibaba Cloud LLC,22.3193,114.169,False,Alibaba Cloud - HK,True,Kowloon,success,Asia/Hong_Kong,999077,1776104515,1776441962.0737,9080,socks5,47.238.134.126:9080,True,17614.838123322,33,194,14.537444933921,47.238.134.126
True,1776441961.5068,elite,9064.2082161374,1767084310.7291,AS57043 HOSTKEY B.V.,HOSTKEY-AS,Istanbul,Asia,AS,Türkiye,TR,,True,Hostkey B.V.,41.0019,28.9645,False,Hostkey B.V,True,Istanbul,success,Europe/Istanbul,34134,1776415824,1776441961.5068,18339,socks5,82.26.94.228:18339,True,8352.7376651764,27,11449,0.23527361449983,82.26.94.228
True,1776441961.4782,elite,18611.219167709,1776440236.0366,AS197071 active-servers.com,ACTIVE-SERVERS,Hamburg,Europe,EU,Germany,DE,Wandsbek,True,ACTIVE,53.6498,10.0837,False,,False,Hamburg,success,Europe/Berlin,22391,1776441980,1776441961.4782,13788,socks5,109.230.239.183:13788,True,18611.219167709,1,2,33.333333333333,109.230.239.183
True,1776441961.4223,elite,6207.3679703933,1775889999.3281,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Bengaluru,Asia,AS,India,IN,,True,"DigitalOcean, LLC",12.9753,77.591,False,"DigitalOcean, LLC",False,Karnataka,success,Asia/Kolkata,560100,1776123641,1776441961.4223,8080,socks5,139.59.72.185:8080,True,5499.4735717773,13,1047,1.2264150943396,139.59.72.185
True,1776441960.9726,elite,16306.86827004,1775750344.7049,AS3269 Telecom Italia S.p.A.,ASN-IBSNAZ,Rome,Europe,EU,Italy,IT,,False,INTERBUSINESS,41.8905,12.5127,False,,False,Lazio,success,Europe/Rome,00123,1776111919,1776441960.9726,4600,socks5,79.9.157.65:4600,True,22832.28802681,16,1182,1.3355592654424,79.9.157.65
True,1776441042.4676,elite,6123.3646869659,1776078376.8714,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,Alibaba Cloud LLC,22.3193,114.169,False,Alibaba Cloud - HK,True,Kowloon,success,Asia/Hong_Kong,999077,1776077716,1776441960.5737,50000,socks5,47.238.203.170:50000,True,1898.407459259,98,567,14.736842105263,47.238.203.170
True,1776441523.8874,elite,18367.998218536,1776123543.939,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",ALIBABA-CN-NET,Guangzhou,Asia,AS,China,CN,,True,"Hangzhou Alibaba Advertising Co., Ltd.",23.1181,113.2539,False,Alibaba.com LLC,True,Guangdong,success,Asia/Shanghai,,1776117328,1776441960.2383,3333,socks5,8.138.149.37:3333,True,19364.684343338,25,188,11.737089201878,8.138.149.37
True,1776441960.04,elite,17663.390829013,1776097063.3213,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,Central Water Catchment,True,"Alibaba (US) Technology Co., Ltd.",1.35208,103.82,False,Alibaba.com LLC,False,North West,success,Asia/Singapore,858877,1776092248,1776441960.04,1081,socks5,47.237.173.192:1081,True,22864.339113235,26,214,10.833333333333,47.237.173.192
True,1776440877.0621,elite,20224.477601051,1776238117.3048,AS47211 OOO Kolpinskie Internet-Seti,KOLPINONET-AS,Kolpino,Europe,EU,Russia,RU,,False,OOO KOLPINSKIE INTERNET-SETI,59.7615,30.6297,False,KolpinoNet network,True,St.-Petersburg,success,Europe/Moscow,196655,1776231925,1776441959.2051,1080,socks5,109.197.55.234:1080,True,22468.850374222,20,138,12.658227848101,109.197.55.234
True,1776441153.5223,elite,17155.898436904,1776086934.9217,AS62044 Zscaler Switzerland GmbH,ZSCALER-EMEA,Stockholm,Europe,EU,Sweden,SE,,False,Zscaler STO3,59.3287,18.0717,False,"Zscaler, Inc.",False,Stockholm County,success,Europe/Stockholm,100 04,1776084761,1776441958.6296,10811,socks5,147.161.188.166:10811,True,15542.753219604,32,227,12.355212355212,147.161.188.166
True,1776441956.5446,elite,9939.6562916892,1775752402.2539,AS49981 WorldStream B.V.,WorldStream,Naaldwijk,Europe,EU,The Netherlands,NL,,True,WorldStream B.V.,51.9968,4.2057,False,,True,South Holland,success,Europe/Amsterdam,2671,1776177730,1776441956.5446,11600,socks5,109.236.80.175:11600,True,7862.7274036407,14,1210,1.1437908496732,109.236.80.175
True,1776439184.1464,elite,19004.78925203,1776345687.3594,AS4766 Korea Telecom,KIXS-AS-KR,Gangdong-gu,Asia,AS,South Korea,KR,,False,Korea Telecom,37.536,127.1426,False,,False,Seoul,success,Asia/Seoul,053,1776349657,1776441956.0828,8525,socks5,218.153.163.156:8525,True,19756.024837494,19,64,22.89156626506,218.153.163.156
True,1776441368.8809,elite,18509.5652771,1776304123.9893,AS58224 Iran Telecommunication Company PJS,TCI,Tehran,Asia,AS,Iran,IR,District 6,False,Iran Telecommunication Company PJS,35.7373,51.4156,False,Iran Information Technology Company PJSC,False,Tehran,success,Asia/Tehran,,1776299768,1776441955.9085,1081,socks5,217.219.217.134:1081,True,18801.548242569,25,101,19.84126984127,217.219.217.134
True,1776441679.9691,elite,17069.771484092,1775890560.5499,AS36666 GloboTech Communications,GTCOMM,Montreal,North America,,Canada,CA,Côte-Des-Neiges—Notre-Dame-De-Grâce,True,GloboTech Communications,45.5083,-73.6355,False,,True,Quebec,success,America/Toronto,H4X,1776087947,1776441954.7192,17267,socks5,67.43.236.21:17267,True,8345.4878330231,27,1061,2.4816176470588,67.43.236.21
True,1776441953.6354,elite,6198.8673508167,1757592375.9359,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1776252990,1776441953.6354,80,socks5,108.162.196.106:80,True,1834.5417976379,8,59530,0.013436796667674,108.162.196.106
True,1776441451.8831,elite,13924.46577549,1776440625.3755,AS42237 w1n ltd,w1n,Stockholm,Europe,EU,Sweden,SE,,True,w1n ltd,59.3287,18.0717,False,W1n,False,Stockholm County,success,Europe/Stockholm,100 04,1776441468,1776441953.6044,32626,socks5,185.217.0.130:32626,True,11015.31624794,2,2,50.0,185.217.0.130
True,1776441952.5971,elite,7023.0342596769,1760523081.8916,AS214996 netcup GmbH,netcup,Manassas,North America,,United States,US,,False,netcup GmbH,38.7911,-77.5264,False,Netcup KVM MNZ ARM,True,Virginia,success,America/New_York,20109,1776073942,1776441952.5971,38289,socks5,152.53.194.55:38289,True,8219.2766666412,32,22953,0.13922123123776,152.53.194.55
True,1776440903.581,elite,17985.378138224,1776359345.7156,AS18781 AstraCore Ventures LLC,ASTRACORE-VENTURES,London,Europe,EU,United Kingdom,GB,,False,AstraCore Ventures LLC,51.5072,-0.127586,False,AstraCore Ventures LLC,False,England,success,Europe/London,W1B,1776362226,1776441951.6298,92,socks5,23.133.76.180:92,True,21498.784542084,15,50,23.076923076923,23.133.76.180
True,1776441951.5433,elite,19974.501870927,1746161847.1188,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Slough,Europe,EU,United Kingdom,GB,,True,"DigitalOcean, LLC",51.5177,-0.6215,False,"DigitalOcean, LLC",True,England,success,Europe/London,SL1,1776183261,1776441951.5433,3128,socks5,142.93.39.84:3128,True,25737.174749374,21,176405,0.011903007493227,142.93.39.84
True,1776441951.4542,elite,15070.425063372,1747532415.826,AS210644 AEZA GROUP LLC,AEZA-AS,Vienna,Europe,EU,Austria,AT,,False,Aeza International LTD,48.2049,16.3662,False,AEZA-ORG,True,Vienna,success,Europe/Vienna,1010,1775892000,1776441951.4542,8443,socks5,78.153.130.166:8443,True,16060.846567154,32,340715,0.0093911318368173,78.153.130.166
True,1776440701.7426,elite,16687.112061183,1776337538.0882,AS207713 GLOBAL INTERNET SOLUTIONS LLC,GIR-AS,Moscow,Europe,EU,Russia,RU,,False,GIR SER,55.7558,37.6173,False,,False,Moscow,success,Europe/Moscow,144700,1776333535,1776441950.3445,10002,socks5,185.76.240.93:10002,True,949.92208480835,15,67,18.292682926829,185.76.240.93
True,1776441949.8392,elite,19571.790704021,1776084635.5392,AS203214 Hulum Almustakbal Company for Communication Engineering and Services Ltd,HulumTele,Baghdad,Asia,AS,Iraq,IQ,,False,Hulum,33.3406,44.4009,False,EarthLink Ltd. Communications&,True,Baghdad,success,Asia/Baghdad,,1776084122,1776441949.8392,51372,socks5,109.224.22.34:51372,True,22481.434106827,27,220,10.931174089069,109.224.22.34
True,1776441948.6066,elite,16568.116014654,1776084726.993,AS56040 China Mobile communications corporation,CMNET-GuangDong-AP,Guangzhou,Asia,AS,China,CN,,False,China Mobile communications corporation,23.1317,113.266,True,China Mobile,True,Guangdong,success,Asia/Shanghai,510000,1776083819,1776441948.6066,22222,socks5,120.232.242.124:22222,True,2203.4192085266,33,211,13.524590163934,120.232.242.124
True,1776441948.4868,elite,14845.871555805,1776099484.0822,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,London,Europe,EU,United Kingdom,GB,,True,"Alibaba (US) Technology Co., Ltd.",51.5081,-0.1278,False,Alibaba.com Singapore E-Commerce Private Limited,True,England,success,Europe/London,EC1M,1776092576,1776441948.4868,18080,socks5,8.211.195.173:18080,True,30070.43337822,40,226,15.037593984962,8.211.195.173
True,1776441948.4621,elite,18379.660637482,1761137627.7897,AS7303 Telecom Argentina S.A.,Telecom Argentina S.A.,Ciudad del Libertador General San Martín,South America,SA,Argentina,AR,,False,Telecom Argentina S.A.,-34.5779,-58.5386,False,Telecom Personal Bs,False,Buenos Aires,success,America/Argentina/Buenos_Aires,1651,1776079967,1776441948.4621,3128,socks5,181.81.46.115:3128,True,35972.199440002,23,29675,0.077446292679642,181.81.46.115
True,1776441948.4409,elite,22236.951574203,1775739206.3745,"AS209 CenturyLink Communications, LLC",CENTURYLINK-US-LEGACY-QWEST,Seattle,North America,,United States,US,,False,"CenturyLink Communications, LLC",47.6733,-122.3426,False,"CenturyLink Communications, LLC",False,Washington,success,America/Los_Angeles,98103,1776115578,1776441948.4409,53972,socks5,216.160.119.125:53972,True,30027.460098267,31,1248,2.4237685691947,216.160.119.125
True,1776441948.2767,elite,20601.653546998,1760815570.5778,AS16276 OVH SAS,OVH,Roubaix,Europe,EU,France,FR,,True,OVH SAS,50.6916,3.20151,False,OVH,False,Hauts-de-France,success,Europe/Paris,59100,1776365739,1776441948.2767,63385,socks5,141.95.255.198:63385,True,23089.344263077,33,28504,0.11563934541122,141.95.255.198
True,1776441947.5625,elite,6618.6077594757,1746672867.3198,AS213790 Limited Network LTD,LimitedNetwork-AS,Eygelshoven,Europe,EU,The Netherlands,NL,,False,Limited Network LTD,50.8933,6.05805,False,Limited Network LTD,True,Limburg,success,Europe/Amsterdam,6471,1776093012,1776441947.5625,15165,socks5,185.93.89.155:15165,True,9690.1786327362,17,202412,0.0083980062145246,185.93.89.155
True,1776441852.8273,elite,8190.0045698129,1776081448.1984,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,Phnom Penh,Asia,AS,Cambodia,KH,,False,COGETEL Co,11.5583,104.9121,False,,True,Phnom Penh,success,Asia/Phnom_Penh,,1776077727,1776441947.3555,1080,socks5,110.235.248.142:1080,True,2429.2907714844,206,214,49.047619047619,110.235.248.142
True,1776441946.5187,elite,23088.045328856,1776381822.2366,AS4837 CHINA UNICOM China169 Backbone,CHINA169-Backbone,Harbin,Asia,AS,China,CN,,False,CNC Group CHINA169 Heilongjiang Province Network,45.7567,126.642,False,,False,Heilongjiang,success,Asia/Shanghai,150000,1776374650,1776441946.5187,1081,socks5,221.208.178.83:1081,True,20425.855398178,8,36,18.181818181818,221.208.178.83
True,1776440108.7135,elite,1664.740377799,1776078589.013,AS46562 Performive LLC,PERFORMIVE,Los Angeles,North America,,United States,US,,True,Performive LLC,34.0549,-118.243,False,Family Guy Online,True,California,success,America/Los_Angeles,90035,1776077713,1776441945.362,48606,socks5,68.71.249.153:48606,True,1006.9847106934,532,374,58.719646799117,68.71.249.153
True,1776441517.9859,elite,9113.853969072,1776163866.1731,AS205659 UAB code200,CODE200-ISP2,New York,North America,,United States,US,,False,UAB code200,40.7126,-74.0066,False,Fastplanet LTD,True,New York,success,America/New_York,10118,1776162037,1776441945.0179,6382,socks5,216.173.120.90:6382,True,21316.259622574,19,156,10.857142857143,216.173.120.90
True,1776441943.2227,elite,22205.470561981,1755964377.3022,AS131435 Vietnam Esports and Entertainment Joint Stock Company,HOABINH-VN,Hanoi,Asia,AS,Vietnam,VN,,False,Vietnam Esports and Entertainment Joint Stock Company,21.0278,105.834,False,VietNam Esport and Entertainment joint stock company,False,Hanoi,success,Asia/Bangkok,,1776392474,1776441943.2227,81,socks5,148.222.95.106:81,True,21795.998811722,5,87,5.4347826086957,148.222.95.106
True,1776441943.2074,elite,18012.430804116,1776110502.8032,AS24812 RPC HomeNet Ltd.,ASHOMENET,Dmitrovka,Europe,EU,Ukraine,UA,,False,RPC HomeNet Ltd.,49.3894,34.9613,False,RPC HomeNet Ltd,True,Poltava Oblast,success,Europe/Kyiv,,1776107927,1776441943.2074,8080,socks5,176.105.212.219:8080,True,13209.239006042,28,204,12.068965517241,176.105.212.219
True,1776441943.1024,elite,15951.165064521,1775968987.9849,AS55286 B2 Net Solutions Inc.,SERVER-MANIA,Buffalo,North America,,United States,US,,True,B2 Net Solutions Inc.,42.8943,-78.8736,False,ServerMania Inc,True,New York,success,America/New_York,14202,1776092479,1776441943.1024,8800,socks5,23.229.47.179:8800,True,22774.236679077,23,921,2.4364406779661,23.229.47.179
True,1776441332.3962,elite,17482.473373413,1776345559.2275,AS4766 Korea Telecom,KIXS-AS-KR,Gangdong-gu,Asia,AS,South Korea,KR,,False,Korea Telecom,37.536,127.1426,False,,False,Seoul,success,Asia/Seoul,053,1776360515,1776441942.9903,8070,socks5,218.153.163.156:8070,True,15963.839530945,8,74,9.7560975609756,218.153.163.156
True,1776441942.9131,elite,9500.8829661778,1776143649.6227,"AS33287 Comcast Cable Communications, LLC",COMCAST-33287,Boston,North America,,United States,US,,False,"Comcast Cable Communications, LLC",42.3549,-71.0661,False,,True,Massachusetts,success,America/New_York,02108,1776140768,1776441942.9131,1081,socks5,31.132.55.110:1081,True,6847.5987911224,21,179,10.5,31.132.55.110
True,1776441942.3222,elite,1531.2585902646,1776081370.5535,AS46562 Performive LLC,PERFORMIVE,Los Angeles,North America,,United States,US,,True,Performive LLC,34.0549,-118.243,False,Performive LLC,True,California,success,America/Los_Angeles,90009,1776077729,1776441942.3222,4145,socks5,142.54.235.9:4145,True,973.92153739929,497,73,87.19298245614,142.54.235.9
True,1776441940.5418,elite,6436.9476575118,1776294222.6325,AS55286 B2 Net Solutions Inc.,SERVER-MANIA,Caen,Europe,EU,France,FR,,True,B2 Net Solutions Inc.,49.1828,-0.3706,False,B2 Net Solutions Inc.,True,Normandy,success,Europe/Paris,14949 CEDEX 9,1776289710,1776441940.5418,7648,socks5,23.229.126.119:7648,True,16935.80031395,13,97,11.818181818182,23.229.126.119
True,1776441938.2253,elite,16720.711697232,1766450524.871,AS701 Verizon Business,UUNET,The Bronx,North America,,United States,US,,False,Verizon Communications,40.8703,-73.8525,False,"MCI Communications Services, Inc. d/b/a Verizon Business",False,New York,success,America/New_York,10469,1776385024,1776441938.2253,2021,socks5,108.41.255.26:2021,True,5537.3010635376,22,13866,0.15841013824885,108.41.255.26
True,1776441559.5563,elite,17771.996124585,1775971050.5472,AS36352 HostPapa,AS-COLOCROSSING,Los Angeles,North America,,United States,US,,True,HostPapa,34.0543,-118.2672,False,B2 Net Solutions Inc,True,California,success,America/Los_Angeles,90017,1776104735,1776441932.8109,8800,socks5,23.236.243.176:8800,True,23214.005231857,30,913,3.1813361611877,23.236.243.176
True,1776441195.587,elite,15052.574671232,1776225817.2372,AS58224 Iran Telecommunication Company PJS,TCI,Kermanshah,Asia,AS,Iran,IR,,False,Iran Telecommunication Company PJS,34.388,47.1088,False,Razi university,False,Kermanshah Province,success,Asia/Tehran,,1776218899,1776441930.669,3129,socks5,217.219.217.98:3129,True,4562.7329349518,13,145,8.2278481012658,217.219.217.98
True,1776441929.0945,elite,14576.699921063,1748276706.5218,AS749 United States Department of Defense (DoD),DNIC-AS-00749,Whitehall,North America,,United States,US,,False,United States Department of Defense (DoD),39.9747,-82.8947,False,DoD Network Information Center,False,Ohio,success,America/New_York,43218,1776269006,1776441929.0945,89,socks5,140.60.145.63:89,True,20140.553712845,14,117961,0.01186692095783,140.60.145.63
True,1776441928.4339,elite,8230.7233810425,1776440406.3231,AS139282 Novus Network,NOVUSNETWORK-AS-AP,Feni,Asia,AS,Bangladesh,BD,,False,Novus Network,23.0144,91.3966,False,Excellence Dot,False,Chittagong,success,Asia/Dhaka,,1776435706,1776441928.4339,1080,socks5,103.162.57.42:1080,True,8230.7233810425,1,2,33.333333333333,103.162.57.42
True,1776440581.3821,elite,16732.934308775,1776087877.164,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",ALIBABA-CN-NET,Beijing,Asia,AS,China,CN,,True,"Hangzhou Alibaba Advertising Co., Ltd.",39.911,116.395,False,Alibaba.com LLC,True,Beijing,success,Asia/Shanghai,,1776083904,1776441928.0309,1081,socks5,8.130.37.235:1081,True,6579.9920558929,33,220,13.04347826087,8.130.37.235
True,1776441309.8141,elite,6338.8631807433,1776288245.7037,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,Central Water Catchment,True,"Alibaba (US) Technology Co., Ltd.",1.35208,103.82,False,Alibaba.com LLC,True,North West,success,Asia/Singapore,858877,1776282719,1776441927.9582,1011,socks5,47.237.102.119:1011,True,13255.798339844,36,101,26.277372262774,47.237.102.119
True,1776441927.8931,elite,11399.751842022,1776225705.332,"AS31423 Przedsiebiorstwo PROMAX Spolka Jawna Zofia Formanek-Okroj, Wieslaw Okroj",PROMAX-AS,Ostrów Wielkopolski,Europe,EU,Poland,PL,,False,Przedsiebiorstwo Promax Sp.j.,51.6448,17.8151,False,,True,Greater Poland,success,Europe/Warsaw,63-400,1776218876,1776441927.8931,1081,socks5,185.22.8.70:1081,True,2606.3044071198,8,141,5.3691275167785,185.22.8.70
True,1776441067.9701,elite,2122.7668834372,1776085195.0863,AS6181 Cincinnati Bell Telephone Company LLC,FUSE-NET,Cincinnati,North America,,United States,US,,False,Cincinnati Bell Telephone Company LLC,39.1811,-84.345,False,Fuse Internet Access,True,Ohio,success,America/New_York,45243,1776083901,1776441927.2317,4145,socks5,216.68.128.121:4145,True,1320.9297657013,522,65,88.926746166951,216.68.128.121
True,1776441925.3817,elite,19539.255619049,1776439035.5731,AS42237 w1n ltd,w1n,Stockholm,Europe,EU,Sweden,SE,,True,w1n ltd,59.3287,18.0717,False,W1n,False,Stockholm County,success,Europe/Stockholm,100 04,1776441944,1776441925.3817,41436,socks5,185.217.0.130:41436,True,19539.255619049,1,4,20.0,185.217.0.130
True,1776441924.963,elite,15096.795558929,1776304567.5719,AS55824 NKN Core Network,NKN-CORE-NW,Sangrur,Asia,AS,India,IN,,False,National Knowledge Network,30.2446,75.848,False,Jyoti Vidyapeeth Womenâs University,False,Punjab,success,Asia/Kolkata,148001,1776299763,1776441924.963,3129,socks5,14.139.242.242:3129,True,7546.6146469116,7,89,7.2916666666667,14.139.242.242
True,1776441924.6648,elite,8247.3550209632,1767107765.2791,AS49981 WorldStream B.V.,WorldStream,Naaldwijk,Europe,EU,Netherlands,NL,,True,WorldStream B.V.,51.9968,4.2057,False,Worldstream,True,South Holland,success,Europe/Amsterdam,2671,1776436107,1776441924.6648,12966,socks5,109.236.82.247:12966,True,1460.2794647217,13,11466,0.11325028312571,109.236.82.247
True,1776440160.6103,elite,18411.65753313,1776088833.5605,AS7602 Sai gon Postel Corporation,SPT-AS-VN,Ho Chi Minh City,Asia,AS,Vietnam,VN,,False,SPT,10.822,106.6257,False,,True,Ho Chi Minh,success,Asia/Ho_Chi_Minh,700000,1776083914,1776441923.5641,5678,socks5,116.118.98.10:5678,True,25010.495185852,37,218,14.509803921569,116.118.98.10
True,1776441923.4943,elite,17246.846829142,1747660757.2821,AS213790 Limited Network LTD,LimitedNetwork-AS,Eygelshoven,Europe,EU,The Netherlands,NL,,False,Limited Network LTD,50.8933,6.05805,False,Limited Network LTD,True,Limburg,success,Europe/Amsterdam,6471,1776257435,1776441923.4943,6157,socks5,185.93.89.153:6157,True,19266.723155975,14,111376,0.012568453182512,185.93.89.153
True,1776441923.3812,elite,15320.453691483,1765071414.3564,"AS16509 Amazon.com, Inc.",AMAZON-02,Los Angeles,North America,,United States,US,,True,"Amazon.com, Inc.",34.0549,-118.243,False,AWS CloudFront (GLOBAL),False,California,success,America/Los_Angeles,90009,1776079959,1776441923.3812,443,socks5,3.168.150.210:443,True,20029.655456543,5,12502,0.039977612536979,3.168.150.210
True,1776441923.231,elite,21723.847389221,1776440465.6885,AS42237 w1n ltd,w1n,Stockholm,Europe,EU,Sweden,SE,,True,w1n ltd,59.3287,18.0717,False,W1n,False,Stockholm County,success,Europe/Stockholm,100 04,1776441945,1776441923.231,40618,socks5,185.217.0.130:40618,True,21723.847389221,1,2,33.333333333333,185.217.0.130
